method,n_cells,n_cells_with_rmw2,n_cells_with_RMISE,geometric_mean_rel_rmw2,mean_rel_rmw2,max_rel_rmw2,geometric_mean_rel_RMISE,mean_rel_RMISE,max_rel_RMISE,mean_coverage,mean_CI_width,mean_fit_fail,mean_OOM,mean_Timeout,mean_time_fit
FACE-99,15,15,15,2.5384693762486545,2.7955593788127544,5.3168626488738555,3.6762305429731437,4.694951922117077,13.111575406479375,0.9112673333333333,4.0011073051746076,0,0,0,0.11717888888888889
FACE-95,15,15,15,2.5408601482826505,2.7875426945811794,5.683117040485281,3.6762305429731437,4.694951922117077,13.111575406479375,0.9112673333333333,4.0011073051746076,0,0,0,0.10142666666666666
