case,subcase_id,n_clusters,n_obs_per_cluster,method,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit
2re,23,500,5,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63376999999999994,0.23887,0.7268666666666665,0.2732833333333333
2re,23,500,5,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.451936666666667,10.325716666666667,12.497516666666666,11.377333333333333
2re,23,500,5,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4139966666666667,0.24716333333333335,0.6117166666666666,0.3938
2re,23,500,5,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11172666666666667,3.666666666666411e-5,0.12886666666666666,5.000000000000189e-5
2re,23,500,5,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30064,1.05278,3.397116666666667,1.1036166666666667
2re,23,500,5,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.693016666666665,47.56073333333334,106.78631666666666,106.67481666666666
2re,24,500,10,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09693,0.30901666666666666,7.701866666666667,0.40380000000000005
2re,24,500,10,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5776600000000001,0.24533000000000002,0.9830666666666666,0.4553666666666667
2re,24,500,10,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.59820666666667,17.417656666666666,20.21385,19.089566666666666
2re,24,500,10,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38559999999999994,0.20809666666666668,0.4938833333333333,0.27596666666666664
2re,24,500,10,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15127000000000002,4.333333333332708e-5,0.19891666666666666,6.666666666662971e-5
2re,24,500,10,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.276193333333334,9.978706666666668,12.949950000000001,10.526333333333332
2re,24,500,10,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.313856666666667,6.158253333333334,13.043800000000001,12.889216666666668
