case,subcase_id,n_clusters,n_obs_per_cluster,method,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit
2re,8,100,10,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06436333333333333,3.33333333333267e-5,0.06571666666666666,5.000000000000189e-5
2re,8,100,10,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6004166666666667,0.4387166666666667,0.61995,0.45378333333333326
2re,8,100,10,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7625499999999996,3.69804,17.576916666666666,17.51696666666667
2re,9,200,2,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6684833333333333,0.026263333333333333,1.6787833333333333,0.031850000000000024
2re,9,200,2,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20061333333333334,0.059513333333333335,0.2016166666666667,0.06044999999999998
2re,9,200,2,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19079,1.0282933333333335,1.7094166666666666,1.5678833333333335
2re,9,200,2,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06849333333333334,2.6666666666660768e-5,0.07570000000000002,4.999999999997229e-5
2re,9,200,2,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37671333333333334,0.04128,0.3997833333333334,0.043583333333333335
2re,9,200,2,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.001973333333334,3.9181633333333337,5.838800000000001,5.7555000000000005
2re,10,200,3,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6263766666666668,0.03736333333333335,1.6367166666666668,0.043283333333333354
2re,10,200,3,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23792666666666665,0.07193666666666666,0.42035,0.13596666666666668
2re,10,200,3,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9385300000000001,0.7871833333333333,1.1403333333333334,1.0001
2re,10,200,3,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29196,0.20521666666666669,0.3083,0.21946666666666673
2re,10,200,3,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06324666666666667,2.666666666666965e-5,0.06928333333333334,3.333333333334447e-5
2re,10,200,3,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41473000000000004,0.07394333333333333,0.46260000000000007,0.0904
2re,10,200,3,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.890006666666667,2.7910233333333334,9.205466666666666,9.05785
2re,11,200,5,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6166966666666667,0.05817666666666667,1.6901166666666667,0.08211666666666666
2re,11,200,5,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22173333333333334,0.06642333333333335,0.22895000000000004,0.06845000000000002
2re,11,200,5,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3777433333333333,1.2178266666666666,1.6292166666666668,1.4796166666666666
2re,11,200,5,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15656666666666666,0.061500000000000006,0.16468333333333335,0.06663333333333335
2re,11,200,5,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07282000000000001,2.666666666666965e-5,0.07490000000000001,3.333333333334447e-5
2re,11,200,5,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6414266666666667,0.22874666666666665,0.7567333333333333,0.3357833333333333
2re,11,200,5,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4896233333333333,1.4006233333333333,4.3017666666666665,4.2131
2re,12,200,10,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6992,0.08622666666666666,1.7062666666666668,0.09469999999999998
2re,12,200,10,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28258,0.08657999999999999,0.41105,0.11916666666666664
2re,12,200,10,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4600066666666667,1.3035833333333333,1.6046,1.4432833333333335
2re,12,200,10,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1662566666666667,0.061393333333333334,0.2041666666666667,0.07805000000000002
2re,12,200,10,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08309666666666667,4.0000000000001514e-5,0.08335,6.666666666665932e-5
2re,12,200,10,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28835,1.8427900000000002,2.32235,1.8724500000000002
2re,12,200,10,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.394843333333333,4.306843333333333,15.4397,15.361650000000001
2re,13,300,2,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.545053333333333,0.04145,2.6308833333333337,0.046983333333333314
2re,13,300,2,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35989333333333334,0.11583,0.45260000000000006,0.1393
2re,13,300,2,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528946666666666,5.010066666666667,7.929283333333333,7.588016666666667
2re,13,300,2,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10064666666666668,3.3333333333332623e-5,0.1014,5.000000000000189e-5
2re,13,300,2,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7598333333333334,0.06115333333333333,0.9623000000000002,0.06366666666666668
2re,13,300,2,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5723333333333334,2.4562500000000003,8.102833333333333,7.989433333333334
2re,14,300,3,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5875299999999997,0.07942333333333332,2.63845,0.09913333333333331
2re,14,300,3,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28071333333333337,0.09822000000000002,0.30868333333333337,0.10771666666666668
2re,14,300,3,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8424733333333334,3.46772,5.3921166666666664,5.013016666666667
2re,14,300,3,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40793666666666667,0.29070666666666667,0.4174333333333334,0.29623333333333335
2re,14,300,3,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09326333333333334,4.0000000000001514e-5,0.09693333333333333,6.666666666665932e-5
2re,14,300,3,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96226,0.2162,1.0719833333333333,0.22469999999999998
2re,14,300,3,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20913,6.090986666666667,26.73255,26.617966666666668
2re,15,300,5,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445116666666667,0.07938,2.4765666666666664,0.09931666666666666
2re,15,300,5,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36817666666666665,0.12008,0.8191,0.26295
2re,15,300,5,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68966,6.20503,7.865516666666666,7.45065
2re,15,300,5,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2675266666666667,0.11873666666666667,0.42615,0.18805
2re,15,300,5,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08321666666666666,3.0000000000001136e-5,0.0909,5.000000000000189e-5
2re,15,300,5,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3072566666666667,0.49182000000000003,1.3470666666666666,0.4978166666666667
2re,15,300,5,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.885003333333333,2.7803933333333335,9.697366666666666,9.592966666666667
2re,16,300,10,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5785066666666667,0.11433666666666666,2.608616666666667,0.12863333333333332
2re,16,300,10,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44190999999999997,0.14993666666666666,0.6827166666666666,0.2209833333333333
2re,16,300,10,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.415303333333333,4.05598,5.244516666666667,4.910283333333334
2re,16,300,10,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21985666666666664,0.10046,0.27101666666666663,0.15291666666666665
2re,16,300,10,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09028333333333333,4.3333333333333e-5,0.09058333333333332,6.666666666668894e-5
2re,16,300,10,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37614,5.024276666666667,7.32735,5.711216666666667
2re,16,300,10,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2807433333333333,1.1679766666666667,3.4804833333333334,3.3501833333333333
2re,17,400,2,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8261366666666667,0.062303333333333336,3.8760666666666665,0.08276666666666666
2re,17,400,2,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4796266666666667,0.16723,0.7096833333333333,0.25356666666666666
2re,17,400,2,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21743,5.557916666666666,7.699233333333334,7.070116666666666
2re,17,400,2,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10671333333333334,4.0000000000001514e-5,0.10743333333333334,5.000000000000189e-5
2re,17,400,2,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2271800000000002,0.09646,1.3366500000000001,0.09754999999999997
2re,17,400,2,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26374,1.13179,2.930933333333334,2.7801666666666667
2re,18,400,3,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36241,0.07884000000000001,3.3869,0.10500000000000004
2re,18,400,3,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5112466666666667,0.16501666666666664,1.122916666666667,0.36344999999999994
2re,18,400,3,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.550766666666666,8.858066666666666,12.142733333333332,11.4955
2re,18,400,3,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96574,0.7867833333333334,1.6381833333333335,1.4025333333333334
2re,18,400,3,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11829666666666667,3.000000000000114e-5,0.11875000000000001,3.333333333334447e-5
2re,18,400,3,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6971533333333335,0.4035433333333333,1.9024833333333335,0.4365
2re,18,400,3,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.331426666666667,10.201546666666667,36.0316,35.945616666666666
2re,19,400,5,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.008666666666667,0.11600333333333333,5.181716666666667,0.1711833333333333
2re,19,400,5,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47106333333333333,0.16419999999999998,0.5124166666666666,0.17636666666666667
2re,19,400,5,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.398296666666667,8.729103333333333,10.514316666666668,9.86625
2re,19,400,5,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24666333333333332,0.11749666666666665,0.27148333333333335,0.1314
2re,19,400,5,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10989333333333334,3.33333333333267e-5,0.11195000000000001,3.333333333334447e-5
2re,19,400,5,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.016236666666667,0.5719666666666666,2.1457833333333336,0.5901333333333334
2re,19,400,5,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.669896666666666,12.525033333333333,53.094033333333336,52.99853333333333
2re,20,400,10,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59904,0.14720999999999998,3.6116000000000006,0.16315
2re,20,400,10,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4172266666666667,0.15771333333333334,0.45208333333333334,0.1687833333333333
2re,20,400,10,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07982,10.361556666666667,11.58405,10.810033333333333
2re,20,400,10,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34149999999999997,0.16291333333333333,0.8641333333333333,0.42928333333333335
2re,20,400,10,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10357000000000001,3.000000000000114e-5,0.10891666666666668,3.333333333334447e-5
2re,20,400,10,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.916746666666667,7.28113,10.856683333333335,8.742483333333332
2re,20,400,10,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4094866666666666,2.2759733333333334,4.17125,4.025166666666667
2re,21,500,2,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83742,0.09594333333333334,5.890633333333333,0.14425
2re,21,500,2,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7094233333333333,0.25598,1.4256333333333333,0.4966166666666666
2re,21,500,2,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.148303333333335,13.99239,18.671933333333335,17.55473333333333
2re,21,500,2,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11563333333333334,3.33333333333267e-5,0.1361,3.333333333334447e-5
2re,21,500,2,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8448333333333333,0.21717999999999998,3.4255,0.35174999999999995
2re,21,500,2,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.014146666666667,2.7880333333333334,5.994183333333334,5.710716666666666
2re,22,500,3,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.224843333333333,0.09955333333333334,4.454916666666666,0.12635
2re,22,500,3,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56981,0.20151999999999998,1.3413,0.43821666666666664
2re,22,500,3,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.426136666666668,17.11367333333333,21.13901666666667,20.021466666666665
2re,22,500,3,Local-GAM,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1.1859933333333335,0.9906,2.168516666666667,1.8366000000000002
2re,22,500,3,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08961333333333334,2.666666666666965e-5,0.10036666666666666,3.333333333334447e-5
2re,22,500,3,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73258,0.6908333333333334,3.7501,0.8649000000000001
2re,22,500,3,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25063,3.103876666666667,7.8471166666666665,7.702533333333334
2re,23,500,5,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46332,0.14602,4.783566666666667,0.16523333333333332
