case,subcase_id,n_clusters,n_obs_per_cluster,method,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit
3re,22,500,3,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.210676499999999,0.14423433333333438,4.395550000000003,0.29218333333333246
3re,22,500,3,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4889613333333327,0.1905300000000003,0.5291000000000016,0.21143333333332823
3re,22,500,3,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.44856083333333,22.277993333333335,46.95451666666666,43.46243333333334
3re,22,500,3,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623398166666666,0.5090533333333339,0.9640666666666667,0.8006833333333331
3re,22,500,3,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06613300000000026,1.250000000008337e-5,0.07328333333333603,3.3333333332545106e-5
3re,22,500,3,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3971981666666657,0.5421570000000012,9.530399999999998,1.625600000000001
3re,22,500,3,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3261606666666665,7.156892333333333,96.89796666666668,96.58766666666669
3re,23,500,5,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3540081666666675,0.18391299999999963,4.555133333333333,0.3389666666666623
3re,23,500,5,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49064133333333293,0.19221783333333317,0.53008333333333435,0.21366666666666181
3re,23,500,5,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.745096166666666,18.078625666666667,44.9953,41.71575
3re,23,500,5,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27501949999999936,0.1527213333333337,0.3109333333333325,0.1796166666666674
3re,23,500,5,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06728500000000005,1.616666666666126e-5,0.07980000000000018,2.666666666666669e-4
3re,23,500,5,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.255692166666666,2.4165875000000003,6.076466666666666,3.0381333333333336
3re,23,500,5,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.657858666666667,7.502889333333334,153.32226666666665,153.14283333333333
3re,24,500,10,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.496327166666666,0.3676221666666661,4.65625,0.49891666666666573
3re,24,500,10,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5104736666666668,0.20531399999999977,0.5411000000000058,0.22349999999999756
3re,24,500,10,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.311242666666665,32.46163133333334,67.62958333333333,66.38558333333334
3re,24,500,10,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33407149999999985,0.18272499999999964,0.4144666666666694,0.2280499999999999
3re,24,500,10,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06637416666666543,1.2333333333420645e-5,0.07438333333334413,1.6666666670062114e-5
3re,24,500,10,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.706581666666667,9.896415166666667,17.85103333333333,14.093283333333328
3re,24,500,10,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5723918333333335,6.445256666666666,59.051083333333345,58.89465
