case,subcase_id,method,seed,n_successful_trials,median_time,max_time,allowed_time,process_id,run_order,run_id,original_process_id,original_run_order
3re,14,HGAM-GS,22,5,5.2895,5.921433333333334,7.401791666666667,23,1,3re__subcase-014__HGAM-GS__seed-22,53,10
3re,24,HGAM-GS,24,5,16.761100000000003,20.668349999999997,25.835437499999998,24,1,3re__subcase-024__HGAM-GS__seed-24,54,2
3re,24,HGAM-GS,25,5,16.761100000000003,20.668349999999997,25.835437499999998,25,1,3re__subcase-024__HGAM-GS__seed-25,54,3
3re,24,HGAM-GS,39,5,16.761100000000003,20.668349999999997,25.835437499999998,26,1,3re__subcase-024__HGAM-GS__seed-39,54,4
3re,24,HGAM-GS,63,5,16.761100000000003,20.668349999999997,25.835437499999998,27,1,3re__subcase-024__HGAM-GS__seed-63,54,5
3re,24,HGAM-GS,76,5,16.761100000000003,20.668349999999997,25.835437499999998,28,1,3re__subcase-024__HGAM-GS__seed-76,54,6
3re,24,HGAM-GS,84,5,16.761100000000003,20.668349999999997,25.835437499999998,29,1,3re__subcase-024__HGAM-GS__seed-84,54,7
3re,24,HGAM-GS,92,5,16.761100000000003,20.668349999999997,25.835437499999998,30,1,3re__subcase-024__HGAM-GS__seed-92,54,8
3re,24,HGAM-GS,99,5,16.761100000000003,20.668349999999997,25.835437499999998,31,1,3re__subcase-024__HGAM-GS__seed-99,54,9
3re,14,HGAM-GS,48,5,5.2895,5.921433333333334,7.401791666666667,32,1,3re__subcase-014__HGAM-GS__seed-48,54,10
3re,24,HGAM-GS,37,5,16.761100000000003,20.668349999999997,25.835437499999998,33,1,3re__subcase-024__HGAM-GS__seed-37,55,4
3re,24,HGAM-GS,53,5,16.761100000000003,20.668349999999997,25.835437499999998,34,1,3re__subcase-024__HGAM-GS__seed-53,55,5
3re,24,HGAM-GS,89,5,16.761100000000003,20.668349999999997,25.835437499999998,35,1,3re__subcase-024__HGAM-GS__seed-89,55,6
3re,24,HGAM-GS,90,5,16.761100000000003,20.668349999999997,25.835437499999998,36,1,3re__subcase-024__HGAM-GS__seed-90,55,7
3re,24,HGAM-GS,91,5,16.761100000000003,20.668349999999997,25.835437499999998,37,1,3re__subcase-024__HGAM-GS__seed-91,55,8
3re,24,HGAM-GS,98,5,16.761100000000003,20.668349999999997,25.835437499999998,38,1,3re__subcase-024__HGAM-GS__seed-98,55,9
3re,14,HGAM-GS,6,5,5.2895,5.921433333333334,7.401791666666667,39,1,3re__subcase-014__HGAM-GS__seed-6,55,10
3re,24,HGAM-GS,43,5,16.761100000000003,20.668349999999997,25.835437499999998,40,1,3re__subcase-024__HGAM-GS__seed-43,56,2
3re,24,HGAM-GS,49,5,16.761100000000003,20.668349999999997,25.835437499999998,41,1,3re__subcase-024__HGAM-GS__seed-49,56,3
3re,24,HGAM-GS,54,5,16.761100000000003,20.668349999999997,25.835437499999998,42,1,3re__subcase-024__HGAM-GS__seed-54,56,4
3re,24,HGAM-GS,75,5,16.761100000000003,20.668349999999997,25.835437499999998,43,1,3re__subcase-024__HGAM-GS__seed-75,56,5
3re,24,HGAM-GS,78,5,16.761100000000003,20.668349999999997,25.835437499999998,44,1,3re__subcase-024__HGAM-GS__seed-78,56,6
3re,24,HGAM-GS,83,5,16.761100000000003,20.668349999999997,25.835437499999998,45,1,3re__subcase-024__HGAM-GS__seed-83,56,7
3re,24,HGAM-GS,87,5,16.761100000000003,20.668349999999997,25.835437499999998,46,1,3re__subcase-024__HGAM-GS__seed-87,56,8
3re,24,HGAM-GS,100,5,16.761100000000003,20.668349999999997,25.835437499999998,47,1,3re__subcase-024__HGAM-GS__seed-100,56,9
3re,14,HGAM-GS,4,5,5.2895,5.921433333333334,7.401791666666667,48,1,3re__subcase-014__HGAM-GS__seed-4,56,10
3re,24,HGAM-GS,6,5,16.761100000000003,20.668349999999997,25.835437499999998,49,1,3re__subcase-024__HGAM-GS__seed-6,57,2
3re,24,HGAM-GS,29,5,16.761100000000003,20.668349999999997,25.835437499999998,50,1,3re__subcase-024__HGAM-GS__seed-29,57,3
3re,24,HGAM-GS,31,5,16.761100000000003,20.668349999999997,25.835437499999998,51,1,3re__subcase-024__HGAM-GS__seed-31,57,4
3re,24,HGAM-GS,35,5,16.761100000000003,20.668349999999997,25.835437499999998,52,1,3re__subcase-024__HGAM-GS__seed-35,57,5
3re,24,HGAM-GS,47,5,16.761100000000003,20.668349999999997,25.835437499999998,53,1,3re__subcase-024__HGAM-GS__seed-47,57,6
3re,24,HGAM-GS,59,5,16.761100000000003,20.668349999999997,25.835437499999998,54,1,3re__subcase-024__HGAM-GS__seed-59,57,7
3re,24,HGAM-GS,65,5,16.761100000000003,20.668349999999997,25.835437499999998,55,1,3re__subcase-024__HGAM-GS__seed-65,57,8
3re,24,HGAM-GS,96,5,16.761100000000003,20.668349999999997,25.835437499999998,56,1,3re__subcase-024__HGAM-GS__seed-96,57,9
3re,14,HGAM-GS,15,5,5.2895,5.921433333333334,7.401791666666667,57,1,3re__subcase-014__HGAM-GS__seed-15,57,10
3re,24,HGAM-GS,27,5,16.761100000000003,20.668349999999997,25.835437499999998,58,1,3re__subcase-024__HGAM-GS__seed-27,58,2
3re,24,HGAM-GS,28,5,16.761100000000003,20.668349999999997,25.835437499999998,59,1,3re__subcase-024__HGAM-GS__seed-28,58,3
3re,24,HGAM-GS,30,5,16.761100000000003,20.668349999999997,25.835437499999998,60,1,3re__subcase-024__HGAM-GS__seed-30,58,4
3re,24,HGAM-GS,32,5,16.761100000000003,20.668349999999997,25.835437499999998,61,1,3re__subcase-024__HGAM-GS__seed-32,58,5
3re,24,HGAM-GS,51,5,16.761100000000003,20.668349999999997,25.835437499999998,62,1,3re__subcase-024__HGAM-GS__seed-51,58,6
3re,24,HGAM-GS,52,5,16.761100000000003,20.668349999999997,25.835437499999998,63,1,3re__subcase-024__HGAM-GS__seed-52,58,7
3re,24,HGAM-GS,67,5,16.761100000000003,20.668349999999997,25.835437499999998,64,1,3re__subcase-024__HGAM-GS__seed-67,58,8
3re,24,HGAM-GS,82,5,16.761100000000003,20.668349999999997,25.835437499999998,65,1,3re__subcase-024__HGAM-GS__seed-82,58,9
3re,14,HGAM-GS,32,5,5.2895,5.921433333333334,7.401791666666667,66,1,3re__subcase-014__HGAM-GS__seed-32,58,10
3re,24,HGAM-GS,7,5,16.761100000000003,20.668349999999997,25.835437499999998,67,1,3re__subcase-024__HGAM-GS__seed-7,59,2
3re,24,HGAM-GS,8,5,16.761100000000003,20.668349999999997,25.835437499999998,68,1,3re__subcase-024__HGAM-GS__seed-8,59,3
3re,24,HGAM-GS,9,5,16.761100000000003,20.668349999999997,25.835437499999998,69,1,3re__subcase-024__HGAM-GS__seed-9,59,4
3re,24,HGAM-GS,11,5,16.761100000000003,20.668349999999997,25.835437499999998,70,1,3re__subcase-024__HGAM-GS__seed-11,59,5
3re,24,HGAM-GS,17,5,16.761100000000003,20.668349999999997,25.835437499999998,71,1,3re__subcase-024__HGAM-GS__seed-17,59,6
3re,24,HGAM-GS,22,5,16.761100000000003,20.668349999999997,25.835437499999998,72,1,3re__subcase-024__HGAM-GS__seed-22,59,7
3re,24,HGAM-GS,23,5,16.761100000000003,20.668349999999997,25.835437499999998,73,1,3re__subcase-024__HGAM-GS__seed-23,59,8
3re,24,HGAM-GS,48,5,16.761100000000003,20.668349999999997,25.835437499999998,74,1,3re__subcase-024__HGAM-GS__seed-48,59,9
3re,14,HGAM-GS,72,5,5.2895,5.921433333333334,7.401791666666667,75,1,3re__subcase-014__HGAM-GS__seed-72,59,10
3re,24,HGAM-GS,72,5,16.761100000000003,20.668349999999997,25.835437499999998,76,1,3re__subcase-024__HGAM-GS__seed-72,60,7
3re,24,HGAM-GS,93,5,16.761100000000003,20.668349999999997,25.835437499999998,77,1,3re__subcase-024__HGAM-GS__seed-93,60,8
3re,24,HGAM-GS,97,5,16.761100000000003,20.668349999999997,25.835437499999998,78,1,3re__subcase-024__HGAM-GS__seed-97,60,9
3re,14,HGAM-GS,81,5,5.2895,5.921433333333334,7.401791666666667,79,1,3re__subcase-014__HGAM-GS__seed-81,60,10
3re,24,HGAM-GS,88,5,16.761100000000003,20.668349999999997,25.835437499999998,80,1,3re__subcase-024__HGAM-GS__seed-88,61,9
3re,14,HGAM-GS,65,5,5.2895,5.921433333333334,7.401791666666667,81,1,3re__subcase-014__HGAM-GS__seed-65,61,10
3re,23,HGAM-GS,77,5,9.619266666666668,11.7642,14.705250000000001,82,1,3re__subcase-023__HGAM-GS__seed-77,78,11
3re,23,HGAM-GS,82,5,9.619266666666668,11.7642,14.705250000000001,83,1,3re__subcase-023__HGAM-GS__seed-82,78,12
3re,23,HGAM-GS,85,5,9.619266666666668,11.7642,14.705250000000001,84,1,3re__subcase-023__HGAM-GS__seed-85,78,13
3re,23,HGAM-GS,94,5,9.619266666666668,11.7642,14.705250000000001,85,1,3re__subcase-023__HGAM-GS__seed-94,78,14
3re,12,HGAM-GS,99,5,1.6361333333333334,1.7042500000000003,2.1303125000000005,86,1,3re__subcase-012__HGAM-GS__seed-99,78,15
3re,11,HGAM-GS,64,5,1.5314,1.6169000000000002,2.0211250000000005,87,1,3re__subcase-011__HGAM-GS__seed-64,78,16
3re,23,HGAM-GS,97,5,9.619266666666668,11.7642,14.705250000000001,88,1,3re__subcase-023__HGAM-GS__seed-97,81,16
3re,13,HGAM-GS,64,5,3.4114333333333335,3.6364333333333336,4.545541666666667,89,1,3re__subcase-013__HGAM-GS__seed-64,81,17
3re,4,HGAM-GS,59,5,0.07546666666666665,0.07765,0.0970625,90,1,3re__subcase-004__HGAM-GS__seed-59,81,18
3re,23,HGAM-GS,99,5,9.619266666666668,11.7642,14.705250000000001,91,1,3re__subcase-023__HGAM-GS__seed-99,83,16
3re,13,HGAM-GS,9,5,3.4114333333333335,3.6364333333333336,4.545541666666667,92,1,3re__subcase-013__HGAM-GS__seed-9,83,17
3re,4,HGAM-GS,67,5,0.07546666666666665,0.07765,0.0970625,93,1,3re__subcase-004__HGAM-GS__seed-67,83,18
