case,subcase_id,method,n_trials,n_read,n_complete,n_oom,n_timeout,n_resource_fail,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,n_nonresource_incomplete,n_successful_fits,prop_complete,prop_resource_fail,mean_fit_time,median_fit_time,sd_fit_time,max_fit_time,max_to_median_fit_time,mean_total_time_observed,max_total_time_observed,mean_total_time_complete,max_total_time_complete,fit_cutoff_minutes,fit_time_exempt,decision_stage,decision,decision_reason
2re,12,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08622666666666666,0.08731666666666668,0.00621506458355644,0.09469999999999998,1.084558121778965,1.6992,1.7062666666666668,1.6992,1.7062666666666668,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,12,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08657999999999999,0.06556666666666665,0.02954693394509074,0.11916666666666664,1.8174885612608032,0.28258,0.41105,0.28258,0.41105,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,12,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.303583333333333,1.3898,0.17072392960241076,1.4432833333333337,1.0384827553125149,1.460006666666667,1.6046,1.460006666666667,1.6046,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,12,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.06139333333333333,0.05763333333333333,0.00933696804226203,0.07805000000000002,1.3542510121457494,0.1662566666666667,0.2041666666666667,0.1662566666666667,0.2041666666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,12,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.0000000000001514e-5,3.333333333334447e-5,1.4907119849993644e-5,6.666666666665932e-5,1.9999999999991116,0.08309666666666667,0.08335,0.08309666666666667,0.08335,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,12,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.84279,1.855316666666667,0.02957869118507818,1.87245,1.0092347218354458,2.28835,2.32235,2.28835,2.32235,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,12,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.306843333333333,0.4831333333333333,6.530995077211095,15.36165,31.79588105422934,4.394843333333333,15.4397,4.394843333333333,15.4397,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,13,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.04145,0.0415,0.00531098180921171,0.04698333333333331,1.1321285140562245,2.545053333333333,2.6308833333333337,2.545053333333333,2.6308833333333337,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,13,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11583,0.1376,0.03121311912570666,0.1393,1.0123546511627908,0.35989333333333334,0.45260000000000006,0.35989333333333334,0.45260000000000006,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,13,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.010066666666667,5.161433333333333,1.8710120530447925,7.588016666666667,1.4701374941069345,5.528946666666666,7.929283333333333,5.528946666666666,7.929283333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,13,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.3333333333332623e-5,3.333333333334447e-5,1.1785113019779728e-5,5.000000000000189e-5,1.4999999999995557,0.10064666666666668,0.1014,0.10064666666666668,0.1014,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,13,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.06115333333333333,0.06035000000000001,0.002200422939144,0.06366666666666668,1.0549571941452638,0.7598333333333334,0.9623000000000002,0.7598333333333334,0.9623000000000002,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,13,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.4562500000000003,1.1535666666666666,3.1230563067067996,7.989433333333334,6.9258531510966,2.572333333333334,8.102833333333333,2.572333333333334,8.102833333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,14,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07942333333333332,0.07363333333333331,0.01346049053918748,0.09913333333333332,1.346310547759167,2.5875299999999997,2.63845,2.5875299999999997,2.63845,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,14,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09822000000000002,0.094,0.00638403390411493,0.10771666666666668,1.145921985815603,0.28071333333333337,0.30868333333333337,0.28071333333333337,0.30868333333333337,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,14,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.46772,4.546966666666666,1.8265534454874903,5.013016666666667,1.1024969026970364,3.8424733333333334,5.3921166666666664,3.8424733333333334,5.3921166666666664,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,14,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.29070666666666667,0.2935,0.00631429814873445,0.29623333333333335,1.00931289040318,0.4079366666666666,0.4174333333333334,0.4079366666666666,0.4174333333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,14,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.0000000000001514e-5,3.333333333334447e-5,1.4907119849993644e-5,6.666666666665932e-5,1.9999999999991116,0.09326333333333334,0.09693333333333332,0.09326333333333334,0.09693333333333332,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,14,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.2162,0.22451666666666667,0.01520654099027418,0.2247,1.0008165689258406,0.96226,1.0719833333333333,0.96226,1.0719833333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,14,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.090986666666667,1.02425,11.48910685887458,26.617966666666668,25.987763404116833,6.20913,26.73255,6.20913,26.73255,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,15,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07938,0.07745,0.01211015643535989,0.09931666666666666,1.282332687755541,2.445116666666667,2.4765666666666664,2.445116666666667,2.4765666666666664,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,15,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.12008,0.08455,0.07986793822026181,0.26295,3.1099940863394444,0.36817666666666665,0.8191,0.36817666666666665,0.8191,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,15,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.20503,6.96435,1.3433003218338366,7.45065,1.0698270477503289,6.68966,7.865516666666666,6.68966,7.865516666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,15,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11873666666666668,0.07793333333333334,0.05889078332906696,0.18805,2.4129597946963215,0.2675266666666667,0.42615,0.2675266666666667,0.42615,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,15,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.0000000000001136e-5,3.3333333333314856e-5,1.3944333775565504e-5,5.000000000000189e-5,1.5000000000008882,0.08321666666666666,0.0909,0.08321666666666666,0.0909,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,15,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.49182,0.4976333333333334,0.0129541252545709,0.4978166666666667,1.000368410476254,1.3072566666666667,1.3470666666666666,1.3072566666666667,1.3470666666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,15,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.7803933333333335,1.2275166666666666,3.8154744665018767,9.592966666666667,7.814938018492621,2.885003333333333,9.697366666666666,2.885003333333333,9.697366666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,16,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11433666666666666,0.11241666666666668,0.01277770084517902,0.12863333333333332,1.144255003706449,2.5785066666666667,2.608616666666667,2.5785066666666667,2.608616666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,16,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.14993666666666666,0.10303333333333334,0.06465912262696491,0.2209833333333333,2.1447751536719504,0.44191,0.6827166666666666,0.44191,0.6827166666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,16,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.05598,3.838533333333334,0.8121213167446792,4.910283333333334,1.2792082045225608,4.415303333333333,5.244516666666667,4.415303333333333,5.244516666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,16,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.10046,0.087716666666666665,0.02935109689413478,0.15291666666666665,1.743302299068972,0.21985666666666664,0.27101666666666663,0.21985666666666664,0.27101666666666663,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,16,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.3333333333333e-5,5.000000000000189e-5,1.900292375166514e-5,6.666666666668894e-5,1.3333333333337285,0.09028333333333333,0.09058333333333332,0.09028333333333333,0.09058333333333332,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,16,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.024276666666667,5.53725,0.8468811265953056,5.711216666666667,1.031417520730808,6.37614,7.32735,6.37614,7.32735,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,16,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.1679766666666669,0.7457999999999999,1.2412502188429928,3.3501833333333333,4.492066684544561,1.2807433333333331,3.480483333333334,1.2807433333333331,3.480483333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,17,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.06230333333333333,0.05391666666666665,0.01505694468786191,0.08276666666666666,1.5350850077279754,3.8261366666666663,3.8760666666666665,3.8261366666666663,3.8760666666666665,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,17,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16723,0.14571666666666666,0.04826469753119539,0.25356666666666666,1.7401349651149491,0.4796266666666667,0.7096833333333333,0.4796266666666667,0.7096833333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,17,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.557916666666666,5.825683333333333,1.083278997675832,7.070116666666666,1.2136115648808008,6.21743,7.699233333333334,6.21743,7.699233333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,17,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.0000000000001514e-5,3.333333333334447e-5,9.128709291753112e-6,5.000000000000189e-5,1.4999999999995557,0.10671333333333334,0.10743333333333334,0.10671333333333334,0.10743333333333334,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,17,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09646,0.09696666666666666,0.00119562861197687,0.09754999999999996,1.006015812994156,1.2271800000000002,1.33665,1.2271800000000002,1.33665,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,17,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.13179,0.8153,0.9570384634381212,2.7801666666666667,3.4099922318982787,1.26374,2.930933333333334,1.26374,2.930933333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,18,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07884000000000001,0.06813333333333335,0.01988780544845397,0.10500000000000004,1.541095890410959,3.36241,3.3869,3.36241,3.3869,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,18,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16501666666666664,0.11573333333333331,0.11092848234085076,0.36344999999999994,3.140408986175115,0.5112466666666667,1.122916666666667,0.5112466666666667,1.122916666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,18,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,8.858066666666666,8.376966666666666,1.5593806453471626,11.4955,1.3722747693079038,9.550766666666666,12.142733333333332,9.550766666666666,12.142733333333332,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,18,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.7867833333333334,0.3832333333333333,0.559078925306814,1.4025333333333334,3.659737322779856,0.96574,1.6381833333333335,0.96574,1.6381833333333335,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,18,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.000000000000114e-5,3.333333333334447e-5,7.4535599250050994e-6,3.333333333334447e-5,1,0.11829666666666667,0.11875,0.11829666666666667,0.11875,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,18,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.4035433333333333,0.4360666666666667,0.0671175105484569,0.4365,1.0009937318452835,1.6971533333333335,1.9024833333333335,1.6971533333333335,1.9024833333333335,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,18,bayesFPCA,10,10,10,0,0,0,0,0,0,0,0,0,0,0,10,1,0,8.740726666666667,1.3312166666666667,13.576080177798918,35.945616666666666,27.002078299300138,8.860696666666668,36.0316,8.860696666666668,36.0316,30,FALSE,final,include,At least 80% of runs completed and mean fitting time did not exceed 30 minutes
2re,19,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11600333333333332,0.10446666666666668,0.03195023343681021,0.1711833333333333,1.6386407147415438,4.008666666666667,5.181716666666667,4.008666666666667,5.181716666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,19,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16419999999999998,0.15743333333333334,0.00985348218200606,0.17636666666666667,1.1202625449925894,0.47106333333333333,0.5124166666666666,0.47106333333333333,0.5124166666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,19,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,8.729103333333333,9.46525,1.8885153375954704,9.86625,1.0423654948363754,9.398296666666669,10.514316666666668,9.398296666666669,10.514316666666668,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,19,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11749666666666664,0.11438333333333332,0.00780614430361679,0.1314,1.1487687600174852,0.24666333333333332,0.27148333333333335,0.24666333333333332,0.27148333333333335,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,19,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.33333333333267e-5,3.3333333333314856e-5,1.6219309263557786e-17,3.333333333334447e-5,1.0000000000008884,0.10989333333333334,0.11195,0.10989333333333334,0.11195,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,19,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.5719666666666666,0.5884333333333333,0.03329170942842476,0.5901333333333334,1.0028890273607889,2.016236666666667,2.1457833333333336,2.016236666666667,2.1457833333333336,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,19,bayesFPCA,10,10,10,0,0,0,0,0,0,0,0,0,0,0,10,1,0,16.03007333333333,5.345633333333334,20.255966591357655,52.99853333333333,9.914360007233316,16.15565666666667,53.094033333333336,16.15565666666667,53.094033333333336,30,FALSE,final,include,At least 80% of runs completed and mean fitting time did not exceed 30 minutes
2re,20,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.14720999999999998,0.14563333333333336,0.0114264410712853,0.16315,1.1202792401007091,3.59904,3.6116000000000006,3.59904,3.6116000000000006,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,20,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.15771333333333334,0.16816666666666666,0.02346295070010495,0.1687833333333333,1.003666997026759,0.4172266666666667,0.45208333333333334,0.4172266666666667,0.45208333333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,20,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,10.361556666666669,10.488483333333331,0.35084306015811545,10.810033333333331,1.030657435377533,11.07982,11.58405,11.07982,11.58405,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,20,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16291333333333333,0.09785,0.1489163310945669,0.42928333333333335,4.387157213421904,0.34149999999999997,0.8641333333333333,0.34149999999999997,0.8641333333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,20,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.000000000000114e-5,3.333333333334447e-5,7.4535599250050994e-6,3.333333333334447e-5,1,0.10357,0.10891666666666668,0.10357,0.10891666666666668,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,20,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,7.28113,6.925883333333333,0.817237336107313,8.742483333333332,1.2622914525944944,8.916746666666667,10.856683333333336,8.916746666666667,10.856683333333336,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,20,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.2759733333333334,2.6427,1.4267155934270075,4.025166666666667,1.5231266003203796,2.4094866666666666,4.17125,2.4094866666666666,4.17125,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,21,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09594333333333334,0.07181666666666665,0.03729191638650095,0.14425,2.008586679043862,4.83742,5.890633333333333,4.83742,5.890633333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,21,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.25598,0.19620000000000004,0.13452140959300446,0.4966166666666666,2.5311756710839273,0.7094233333333333,1.4256333333333333,0.7094233333333333,1.4256333333333333,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,21,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,13.99239,14.872216666666668,3.8489883422393527,17.55473333333333,1.1803710049947718,15.148303333333336,18.671933333333335,15.148303333333336,18.671933333333335,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,21,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.33333333333267e-5,3.3333333333314856e-5,1.6219309263557786e-17,3.333333333334447e-5,1.0000000000008884,0.11563333333333334,0.1361,0.11563333333333334,0.1361,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,21,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.21718,0.142,0.11990994039509634,0.35174999999999995,2.477112676056338,2.8448333333333333,3.4255,2.8448333333333333,3.4255,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,21,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.788033333333334,2.102633333333333,1.7535926919628615,5.710716666666666,2.7159831322627186,3.014146666666667,5.994183333333334,3.014146666666667,5.994183333333334,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,22,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09955333333333334,0.0936,0.02005393214420664,0.12635,1.3498931623931625,4.224843333333333,4.454916666666666,4.224843333333333,4.454916666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,22,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.20152,0.14118333333333333,0.13235748541145848,0.43821666666666664,3.1038838389800496,0.56981,1.3413,0.56981,1.3413,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,22,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,17.11367333333333,17.275249999999996,2.062226038828483,20.021466666666665,1.158968273493389,18.426136666666668,21.13901666666667,18.426136666666668,21.13901666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,22,Local-GAM,10,10,9,0,0,0,0,0,1,0,0,0,0,1,9,0.9,0,0.7565148148148149,0.45380000000000004,0.6033538816392894,1.8366000000000002,4.047157338034377,0.8712866666666668,2.168516666666667,0.9160907407407408,2.168516666666667,30,FALSE,final,include,At least 80% of runs completed and mean fitting time did not exceed 30 minutes
2re,22,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.666666666666965e-5,3.333333333334447e-5,9.128709291763928e-6,3.333333333334447e-5,1,0.08961333333333334,0.10036666666666666,0.08961333333333334,0.10036666666666666,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,22,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.6908333333333334,0.6531166666666667,0.09784669627648258,0.8649000000000001,1.3242657003598133,2.73258,3.7501,2.73258,3.7501,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,22,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.103876666666667,1.6384666666666663,2.9278601262649526,7.702533333333334,4.701061968507141,3.25063,7.847116666666667,3.25063,7.847116666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,23,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.14602,0.14805,0.01648721474355204,0.16523333333333332,1.1160643926601372,4.46332,4.783566666666667,4.46332,4.783566666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,23,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.23887,0.27265,0.04656773352392788,0.2732833333333333,1.0023228803716608,0.63376999999999994,0.7268666666666665,0.63376999999999994,0.7268666666666665,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,23,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,10.325716666666668,10.785833333333333,1.4361289096522252,11.377333333333333,1.0548404542996217,11.451936666666668,12.497516666666666,11.451936666666668,12.497516666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,23,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.24716333333333337,0.1526666666666667,0.13289120571187377,0.3938,2.5794759825327502,0.4139966666666667,0.6117166666666666,0.4139966666666667,0.6117166666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,23,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.666666666666411e-5,3.333333333334447e-5,7.4535599250017875e-6,5.000000000000189e-5,1.4999999999995557,0.11172666666666668,0.12886666666666666,0.11172666666666668,0.12886666666666666,30,TRUE,initial,include,All runs completed; method exempt from the fitting-time cutoff
2re,23,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.05278,1.0858333333333334,0.08805902487031697,1.1036166666666667,1.0163775901765155,3.30064,3.397116666666667,3.30064,3.397116666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,23,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,47.56073333333334,16.33585,52.29252091158554,106.67481666666666,6.530105055241488,47.693016666666665,106.78631666666666,47.693016666666665,106.78631666666666,30,FALSE,initial,exclude_time,Mean fitting time clearly above the cutoff
2re,24,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.30901666666666666,0.3757666666666666,0.11471895489024957,0.4038000000000001,1.0746030337975698,6.09693,7.701866666666667,6.09693,7.701866666666667,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,24,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.24533,0.20831666666666668,0.1185644886642802,0.4553666666666667,2.185934874789983,0.5776600000000001,0.9830666666666666,0.5776600000000001,0.9830666666666666,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
2re,24,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,17.417656666666666,17.816916666666668,1.4339001815464316,19.089566666666663,1.07142930641759,18.59820666666667,20.21385,18.59820666666667,20.21385,30,FALSE,initial,include,All runs completed; mean fitting time below 24 minutes and no fitting time exceeded the cutoff
