case,subcase_id,method,n_trials,n_read,n_complete,n_oom,n_timeout,n_resource_fail,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,n_nonresource_incomplete,n_successful_fits,prop_complete,prop_resource_fail,mean_fit_time,median_fit_time,sd_fit_time,max_fit_time,max_to_median_fit_time,mean_total_time_observed,max_total_time_observed,mean_total_time_complete,max_total_time_complete
sitar,3,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.05686333333333332,0.05621666666666662,0.008780236645760464,0.06973333333333329,1.2404387785354285,0.8329366666666667,1.1468166666666666,0.8329366666666667,1.1468166666666666
sitar,3,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.017093333333333335,0.017049999999999996,0.0013200168349094712,0.019216666666666646,1.1270772238514164,0.3982566666666667,0.43086666666666673,0.3982566666666667,0.43086666666666673
sitar,3,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.007749999999999997,0.007733333333333311,8.02513412833582e-4,0.00878333333333335,1.1357758620689709,0.38822999999999996,0.4128833333333333,0.38822999999999996,0.4128833333333333
sitar,3,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.020913333333333336,0.020650000000000012,9.138897331978502e-4,0.02196666666666663,1.0637610976594003,0.37118333333333337,0.3828666666666667,0.37118333333333337,0.3828666666666667
sitar,3,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,2.0386100000000003,2.036966666666667,0.011874304658004724,2.0513,1.0070366067191412,3.70173,3.7252,3.70173,3.7252
sitar,3,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.029556666666666693,0.0300666666666667,0.0010726136303441367,0.030600000000000033,1.017738359201774,0.40177,0.41509999999999997,0.40177,0.41509999999999997
sitar,3,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.14848333333333333,0.025400000000000016,0.2388838871246401,0.5691166666666667,22.40616797900261,0.5250733333333333,0.9734,NA,NA
sitar,4,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.12638,0.13136666666666674,0.029800261930243346,0.16604999999999995,1.264019284445571,0.8354933333333333,0.8990000000000001,0.8354933333333333,0.8990000000000001
sitar,4,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.027646666666666656,0.02259999999999991,0.012365281818237909,0.049733333333333365,2.2005899705014853,0.5194266666666667,0.7001666666666666,0.5194266666666667,0.7001666666666666
sitar,4,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.010560000000000009,0.010166666666666657,0.0015442815661515729,0.012483333333333372,1.2278688524590213,0.47312666666666664,0.5343333333333333,0.47312666666666664,0.5343333333333333
sitar,4,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03548000000000002,0.019883333333333357,0.025850594770720447,0.06519999999999998,3.2791282481139934,0.49217333333333335,0.7766500000000001,0.49217333333333335,0.7766500000000001
sitar,4,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,2.09511,2.0873500000000003,0.02315959304478376,2.13165,1.0212230818981003,3.9643,4.0060666666666664,3.9643,4.0060666666666664
sitar,4,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.13199333333333335,0.1318833333333334,0.004282580997482731,0.13615000000000002,1.0323518261089342,0.5549366666666666,0.5962999999999999,0.5549366666666666,0.5962999999999999
sitar,4,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.015236666666666636,0.013033333333333275,0.014016688466094836,0.038966666666666684,2.9897698209718815,0.4132,0.5172000000000001,NA,NA
sitar,5,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03563999999999998,0.03305000000000001,0.010734139462481381,0.050233333333333324,1.5199193141704481,1.1346166666666668,1.1908500000000002,1.1346166666666668,1.1908500000000002
sitar,5,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.030159999999999996,0.029866666666666635,6.517710913776124e-4,0.0313,1.0479910714285725,0.4974166666666667,0.49855,0.4974166666666667,0.49855
sitar,5,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.10306333333333335,0.09830000000000005,0.011378753349017518,0.12006666666666661,1.2214309935571368,0.5061066666666667,0.5140333333333333,0.5061066666666667,0.5140333333333333
sitar,5,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,3.904246666666667,3.90495,0.050117389142337036,3.95445,1.0126762186455653,6.993123333333333,7.0494666666666665,6.993123333333333,7.0494666666666665
sitar,5,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.010506666666666682,0.009766666666666701,0.0015290519938837878,0.013233333333333342,1.3549488054607468,0.4170166666666667,0.43154999999999993,0.4170166666666667,0.43154999999999993
sitar,5,SITAR,5,5,0,0,0,0,0,0,4,0,0,0,1,5,1,0,0,0.1571166666666667,0.1571166666666667,NA,0.1571166666666667,1,0.42521,0.5332666666666666,NA,NA
sitar,6,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.06695666666666665,0.06681666666666668,0.010786131785255025,0.08073333333333335,1.2082813669244201,1.43686,1.5342333333333333,1.43686,1.5342333333333333
sitar,6,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03897333333333331,0.03811666666666665,0.0024324655987061753,0.04318333333333335,1.1329252295583743,0.53432,0.55865,0.53432,0.55865
sitar,6,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.20568333333333336,0.2382833333333334,0.07246216924866537,0.2522500000000001,1.0586136951808072,0.6925833333333333,0.7365999999999999,0.6925833333333333,0.7365999999999999
sitar,6,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09632333333333336,0.09648333333333335,0.0045635421184280645,0.1019166666666667,1.056313698393505,0.57888,0.5840333333333334,0.57888,0.5840333333333334
sitar,6,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,4.075073333333334,4.0769166666666665,0.03386051576361144,4.116166666666667,1.0096273736279462,7.420063333333333,7.516266666666667,7.420063333333333,7.516266666666667
sitar,6,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.023646666666666646,0.02413333333333334,0.0032229730925894704,0.027499999999999976,1.139502762430938,0.5629133333333334,0.5734333333333334,0.5629133333333334,0.5734333333333334
sitar,6,SITAR,5,5,0,0,0,0,0,0,3,0,0,0,2,5,2,0,0,0.4337,0.4337,0.14415550245789746,0.5356333333333333,1.2350318960879256,0.69982,0.9241833333333334,NA,NA
sitar,7,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.15124,0.1373,0.04084854920584356,0.19494999999999998,1.4198834668608884,1.45612,1.7987499999999998,1.45612,1.7987499999999998
sitar,7,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.031056666666666666,0.029233333333333354,0.002947682705674632,0.03433333333333331,1.174458380843784,0.38099,0.41386666666666666,0.38099,0.41386666666666666
sitar,7,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08028333333333332,0.07696666666666659,0.01250535440876784,0.0957166666666667,1.2436119532265066,0.44654333333333335,0.5759333333333333,0.44654333333333335,0.5759333333333333
sitar,7,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.04857666666666667,0.04341666666666667,0.011253891919390923,0.06863333333333325,1.580806142034547,0.41381333333333337,0.5357166666666667,0.41381333333333337,0.5357166666666667
sitar,7,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,7.13671,5.89945,3.0653263858437647,10.4622,1.7734195560603105,10.780116666666666,14.533766666666667,10.780116666666666,14.533766666666667
sitar,7,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.05800000000000002,0.05735000000000004,0.0019381047443314306,0.06140000000000002,1.0706190061028766,0.49586,0.5556666666666668,0.49586,0.5556666666666668
sitar,7,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.03575000000000003,0.04385000000000001,0.012760317176482898,0.046883333333333374,1.0691752185480814,0.36355666666666675,0.3828000000000001,NA,NA
sitar,8,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.27191,0.24530000000000005,0.05433940226841743,0.33085,1.3487566245413776,1.47226,1.5551833333333331,1.47226,1.5551833333333331
sitar,8,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.053156666666666685,0.05001666666666669,0.011495642894399432,0.06548333333333337,1.3092302565811398,0.52826,0.6369833333333333,0.52826,0.6369833333333333
sitar,8,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.14570333333333332,0.15765000000000004,0.037084579379814714,0.1776666666666666,1.1269690242097468,0.6089633333333333,0.6588166666666666,0.6089633333333333,0.6588166666666666
sitar,8,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.034546666666666656,0.03483333333333327,0.0017228206845493494,0.036549999999999964,1.0492822966507185,0.49991,0.5163333333333333,0.49991,0.5163333333333333
sitar,8,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,4.389093333333333,4.3935,0.032582571602349,4.425383333333333,1.0072569325898104,7.504546666666666,7.567566666666666,7.504546666666666,7.567566666666666
sitar,8,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.38167666666666666,0.3823166666666667,0.006042541315999044,0.3881666666666667,1.0153014516761847,0.8427133333333333,0.8654666666666667,0.8427133333333333,0.8654666666666667
sitar,8,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.026656666666666655,0.025833333333333285,0.0016001128432429654,0.02901666666666666,1.1232258064516147,0.40519,0.41824999999999996,NA,NA
sitar,9,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07508,0.06963333333333335,0.012418072627335429,0.09401666666666664,1.3501675442795589,1.8873766666666667,2.1838166666666665,1.8873766666666667,2.1838166666666665
sitar,9,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.06496999999999997,0.06271666666666663,0.008662526254569806,0.07978333333333332,1.2721233058729742,0.49974,0.5693166666666667,0.49974,0.5693166666666667
sitar,9,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.31142,1.1668333333333332,0.3257653376196498,1.6636,1.4257391801171262,1.7065700000000001,2.0849166666666665,1.7065700000000001,2.0849166666666665
sitar,9,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,9.545796666666668,9.642066666666667,0.24262003712939043,9.714050000000002,1.0074655502623922,15.442433333333335,15.549283333333335,15.442433333333335,15.549283333333335
sitar,9,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.024056666666666674,0.01881666666666669,0.009614518824268978,0.04083333333333338,2.170062001771479,0.9310633333333335,2.273416666666667,0.9310633333333335,2.273416666666667
sitar,9,SITAR,5,5,0,0,0,0,0,0,3,0,0,0,2,5,2,0,0,0.8468416666666667,0.8468416666666667,0.5360458657045017,1.2258833333333332,1.4475944932641873,0.9245766666666667,1.7062666666666668,NA,NA
sitar,10,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11978000000000007,0.11516666666666672,0.031155732039046816,0.17158333333333337,1.489869753979739,2.0775966666666665,2.1237166666666667,2.0775966666666665,2.1237166666666667
sitar,10,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08792333333333334,0.09298333333333335,0.007511968228544801,0.09408333333333338,1.0118300770747448,0.65492,0.6692,0.65492,0.6692
sitar,10,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.6549433333333332,1.7809833333333331,0.4255466385851392,1.9846666666666666,1.1143656594203577,2.1514800000000003,2.44995,2.1514800000000003,2.44995
sitar,10,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.20007333333333333,0.19165000000000004,0.0245611696699395,0.24316666666666667,1.2688059831289675,0.54722666666666675,0.6032000000000001,0.54722666666666675,0.6032000000000001
sitar,10,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,8.43471,8.338083333333335,0.42961633636562563,9.149700000000001,1.097338517045284,15.259603333333333,15.464033333333333,15.259603333333333,15.464033333333333
sitar,10,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.05054000000000002,0.04936666666666666,0.0032016835848936776,0.056233333333333316,1.1390952059419308,0.7108833333333333,0.7345666666666666,0.7108833333333333,0.7345666666666666
sitar,10,SITAR,5,5,0,0,0,0,0,0,3,0,0,0,2,5,2,0,0,0.7401333333333334,0.7401333333333334,0.4106169078350282,1.0304833333333334,1.3922941812286074,0.82421,1.4620166666666667,NA,NA
sitar,11,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.27040000000000003,0.27796666666666664,0.021011303174984418,0.2912,1.0476076268137668,2.04734,2.1024833333333333,2.04734,2.1024833333333333
sitar,11,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07612666666666666,0.06646666666666666,0.034334584524127326,0.13659999999999997,2.0551654964894683,0.49949333333333334,0.7361,0.49949333333333334,0.7361
sitar,11,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.8586533333333334,1.0047333333333335,0.24867717845297618,1.1018166666666667,1.0966259704067414,1.2967366666666666,1.4927,1.2967366666666666,1.4927
sitar,11,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08182333333333332,0.08068333333333336,0.001998075462928114,0.08508333333333327,1.054534187151414,0.5686,0.5711666666666666,0.5686,0.5711666666666666
sitar,11,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,11.46044,9.888766666666667,2.1835066839769968,13.9217,1.407829759693659,17.8643,20.020616666666665,17.8643,20.020616666666665
sitar,11,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.15913666666666668,0.15583333333333335,0.006576424644980808,0.16818333333333335,1.0792513368983958,0.7877633333333334,0.8503666666666667,0.7877633333333334,0.8503666666666667
sitar,11,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.20126333333333338,0.12148333333333336,0.1519363213652351,0.4454833333333334,3.6670325147482505,0.6039933333333334,0.8197333333333334,NA,NA
sitar,12,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.5544533333333334,0.5640000000000001,0.0413374903823528,0.6078,1.077659574468085,2.4793633333333336,2.7690833333333336,2.4793633333333336,2.7690833333333336
sitar,12,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.12107333333333332,0.08543333333333329,0.04895646535443507,0.17535,2.052477565353103,0.7071200000000001,0.79989999999999994,0.7071200000000001,0.79989999999999994
sitar,12,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.8565633333333333,0.8124833333333332,0.09175440301272873,0.9802833333333335,1.2065273133807877,1.3341233333333333,1.46545,1.3341233333333333,1.46545
sitar,12,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09843666666666664,0.11701666666666669,0.027236817402593535,0.11904999999999995,1.017376442102264,0.5128533333333334,0.5547166666666666,0.5128533333333334,0.5547166666666666
sitar,12,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,8.550723333333334,8.60125,0.2800900506483976,8.784699999999999,1.0213282953059146,15.77117,17.827883333333332,15.77117,17.827883333333332
sitar,12,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.3274000000000001,1.3323500000000001,0.029576884273589968,1.3578666666666666,1.019151624322938,1.9950233333333334,2.0317666666666665,1.9950233333333334,2.0317666666666665
sitar,12,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.06285666666666666,0.059699999999999954,0.039108164819581556,0.11631666666666671,1.948352875488556,0.4429066666666667,0.5286833333333334,NA,NA
sitar,13,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.14930000000000002,0.14235,0.031642089146507915,0.19419999999999996,1.3642430628731994,2.82046,2.8721000000000005,2.82046,2.8721000000000005
sitar,13,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.13223000000000001,0.11248333333333337,0.040035368738154525,0.17678333333333332,1.5716402429989622,0.6585333333333333,0.79989999999999994,0.6585333333333333,0.79989999999999994
sitar,13,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.33515,6.751566666666666,1.5358665033947447,7.339650000000001,1.0871032402355998,6.964933333333334,7.919899999999999,6.964933333333334,7.919899999999999
sitar,13,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,15.737546666666667,14.893266666666667,1.2653166346917983,17.136833333333335,1.1506430198881823,24.10538,25.378666666666668,24.10538,25.378666666666668
sitar,13,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.04433000000000002,0.042750000000000024,0.0029284618639976957,0.04793333333333329,1.121247563352825,1.0057966666666667,1.073683333333333,1.0057966666666667,1.073683333333333
sitar,13,SITAR,5,5,0,0,0,0,0,0,2,0,0,0,3,5,3,0,0,0.86355,0.8216166666666667,0.3050691943368477,1.1874166666666668,1.4452197902509283,1.0980400000000001,1.5071666666666668,NA,NA
sitar,14,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.21964666666666668,0.22320000000000004,0.04486827851240414,0.28745000000000004,1.2878584229390682,2.78773,3.02935,2.78773,3.02935
sitar,14,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.10219333333333333,0.09536666666666668,0.010932454232950445,0.12000000000000005,1.2583012932541073,0.5378933333333333,0.6165166666666668,0.5378933333333333,0.6165166666666668
sitar,14,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.909306666666667,6.696716666666668,1.883688483128838,6.863166666666666,1.0248554639960377,6.52259,7.4773000000000005,6.52259,7.4773000000000005
sitar,14,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.29283000000000003,0.28235,0.02995564174278732,0.34598333333333336,1.225370403163922,0.6499533333333334,0.6981,0.6499533333333334,0.6981
sitar,14,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,14.089253333333334,14.151366666666666,0.1995652421863318,14.281133333333335,1.0091699034957755,22.633793333333333,22.803316666666667,22.633793333333333,22.803316666666667
sitar,14,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11207999999999994,0.09038333333333325,0.05235363778085424,0.2054666666666666,2.273280472063435,1.7502300000000002,4.246766666666667,1.7502300000000002,4.246766666666667
sitar,14,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,2.4282500000000002,1.6593000000000002,1.35141097905321,4.016016666666667,2.4203077603005285,2.909473333333333,4.4979,NA,NA
sitar,15,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.4758666666666667,0.45855000000000007,0.06949921961991933,0.5936333333333333,1.2945880129393377,3.2900833333333335,3.427333333333334,3.2900833333333335,3.427333333333334
sitar,15,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.21002333333333334,0.1185000000000001,0.12592500943021603,0.3480333333333333,2.936990154711671,0.8861066666666666,1.0966999999999998,0.8861066666666666,1.0966999999999998
sitar,15,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.4625133333333333,2.224533333333333,0.3594078398328749,2.9208333333333334,1.313009470151043,3.2170233333333336,3.5707999999999998,3.2170233333333336,3.5707999999999998
sitar,15,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.17579333333333336,0.14553333333333338,0.06777069036259128,0.2969833333333334,2.0406550618415022,0.6199766666666666,0.7532166666666666,0.6199766666666666,0.7532166666666666
sitar,15,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,13.661153333333333,13.770800000000001,0.21927338004063496,13.834183333333334,1.0046027342880104,22.09153666666667,22.353516666666668,22.09153666666667,22.353516666666668
sitar,15,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.29860000000000003,0.2980499999999999,0.010378014956842388,0.3082666666666667,1.0342783649275853,1.256,1.3321666666666667,1.256,1.3321666666666667
sitar,15,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.3086133333333333,0.16385,0.3378859637510857,0.9128833333333333,5.571457634014851,0.63858,1.2525833333333334,NA,NA
sitar,16,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.83184,0.8396,0.17435265850504775,1.1008333333333333,1.3111402255042084,5.399936666666667,6.5758,5.399936666666667,6.5758
sitar,16,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.10599666666666668,0.10234999999999997,0.015712810590937158,0.12225000000000001,1.1944308744504157,0.5292566666666667,0.5943333333333334,0.5292566666666667,0.5943333333333334
sitar,16,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.036793333333334,6.2871,0.6860019305325933,6.74725,1.073189546849899,6.675023333333334,7.3897,6.675023333333334,7.3897
sitar,16,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08644999999999999,0.08523333333333329,0.004724654602308086,0.09439999999999997,1.1075479077043413,0.3877966666666667,0.4210166666666667,0.3877966666666667,0.4210166666666667
sitar,16,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,13.37109,13.433883333333336,0.11628983821565074,13.477016666666666,1.0032107866551367,21.959126666666666,22.093216666666663,21.959126666666666,22.093216666666663
sitar,16,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.0083800000000003,2.952733333333333,0.24190931307000152,3.2772833333333335,1.1099151069065951,4.018973333333333,4.357983333333333,4.018973333333333,4.357983333333333
sitar,16,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.08727333333333334,0.06341666666666666,0.05963721992179043,0.18586666666666662,2.9308804204993426,0.47143666666666667,0.5857,NA,NA
sitar,17,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.18444333333333332,0.18431666666666668,0.046932757157921653,0.25655,1.3918980016276334,4.27903,4.6745833333333335,4.27903,4.6745833333333335
sitar,17,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.14262333333333338,0.14528333333333332,0.005814978264982759,0.14573333333333338,1.0030973958930829,0.6641333333333334,0.6832499999999999,0.6641333333333334,0.6832499999999999
sitar,17,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,15.207816666666668,17.199316666666668,4.213962391347892,17.344933333333337,1.0084664216310921,16.245123333333336,18.446749999999998,16.245123333333336,18.446749999999998
sitar,17,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,16.200216666666666,16.737316666666665,1.2140007168678093,17.58063333333333,1.0503854162206407,26.692356666666665,28.14783333333333,26.692356666666665,28.14783333333333
sitar,17,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.05949666666666668,0.05898333333333336,0.0020192614161288576,0.06163333333333334,1.044927945747386,1.33166,1.5336333333333334,1.33166,1.5336333333333334
sitar,17,SITAR,5,5,0,0,0,0,0,0,3,0,0,0,2,5,2,0,0,0.8473000000000002,0.8473000000000002,0.2939207187132083,1.0551333333333335,1.24528895707935,1.0410433333333333,1.7739166666666668,NA,NA
sitar,18,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.30262333333333336,0.31043333333333334,0.06833951557399928,0.40518333333333334,1.305218511757758,3.9253766666666667,4.06115,3.9253766666666667,4.06115
sitar,18,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.12133333333333335,0.10838333333333333,0.01884233560658313,0.1421166666666667,1.311240965708135,0.56133,0.6345833333333334,0.56133,0.6345833333333334
sitar,18,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,8.465150000000001,8.9082,2.384516516799347,11.128766666666667,1.2492722061321777,9.326083333333333,12.032550000000002,9.326083333333333,12.032550000000002
sitar,18,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.43799333333333335,0.44889999999999997,0.033047773920660814,0.45756666666666673,1.0193064528105742,0.8740666666666667,0.9051833333333333,0.8740666666666667,0.9051833333333333
sitar,18,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,17.58117,17.701083333333333,0.801584028519641,18.260716666666667,1.031615767396534,28.304873333333337,28.997850000000003,28.304873333333337,28.997850000000003
sitar,18,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.15450000000000003,0.15893333333333334,0.011095826292399838,0.1611666666666667,1.014052013422819,1.4272066666666667,1.6729333333333332,1.4272066666666667,1.6729333333333332
sitar,18,SITAR,5,5,0,0,0,0,0,0,1,0,0,0,4,5,4,0,0,2.5090541666666666,2.108575,2.0404495406275607,5.343383333333334,2.5341205948725247,2.4101233333333334,5.654316666666667,NA,NA
sitar,19,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.7196366666666667,0.7357333333333335,0.052665766606233205,0.7807166666666667,1.0611408118883652,4.337766666666667,5.733266666666667,4.337766666666667,5.733266666666667
sitar,19,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.13756000000000002,0.1313166666666667,0.01845067598882066,0.1653833333333333,1.2594237847442564,0.6037833333333333,0.69815,0.6037833333333333,0.69815
sitar,19,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.19123,6.245316666666667,1.173107857798156,7.568833333333333,1.211921466485553,7.1283,8.465983333333334,7.1283,8.465983333333334
sitar,19,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.27159666666666665,0.31165000000000004,0.07165089787760284,0.33380000000000004,1.0710733194288464,0.7598566666666667,0.8304166666666667,0.7598566666666667,0.8304166666666667
sitar,19,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,16.50747,16.4902,0.08067759688345397,16.623683333333336,1.0080947067551234,27.387420000000002,27.545383333333337,27.387420000000002,27.545383333333337
sitar,19,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.5161966666666666,0.52625,0.024788111509798864,0.5390833333333334,1.0243863816310372,2.16629,2.3657833333333333,2.16629,2.3657833333333333
sitar,19,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.24725333333333332,0.23471666666666663,0.06538868233706638,0.35275,1.5028758077114255,0.7838833333333333,1.0454166666666667,NA,NA
