fit_cutoff_minutes,n_full_seeds,scheduling_buffer,fit_time_exempt_methods,n_cells,n_include,n_borderline,n_excluded,created_at
30,100,1.25,Oracle-GP;Oracle-SITAR,486,456,5,25,2026-06-25T14:56:21Z
