case,subcase_id,method,n_trials,n_read,n_complete,n_oom,n_timeout,n_resource_fail,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,n_nonresource_incomplete,n_successful_fits,prop_complete,prop_resource_fail,mean_fit_time,median_fit_time,sd_fit_time,max_fit_time,max_to_median_fit_time,mean_total_time_observed,max_total_time_observed,mean_total_time_complete,max_total_time_complete,decision,n_full_seeds,projected_total_hours,projected_total_hours_buffered,suggested_walltime_minutes
2re,3,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.0000000000001136e-5,3.3333333333314856e-5,1.3944333775565504e-5,5.000000000000189e-5,1.5000000000008882,0.03945,0.03964999999999999,0.03945,0.03964999999999999,include,100,0.06575,0.0821875,0.04956249999999999
2re,3,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03678333333333334,0.03755,0.0019506409203131094,0.037800000000000014,1.0066577896138487,0.09831000000000001,0.10015000000000002,0.09831000000000001,0.10015000000000002,include,100,0.16385000000000002,0.20481250000000004,0.1251875
2re,3,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.97605,0.41569999999999996,5.239668481905871,11.508233333333333,27.68398684949082,4.021986666666667,11.560733333333333,4.021986666666667,11.560733333333333,include,100,6.703311111111111,8.379138888888889,14.450916666666666
2re,4,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.02174,0.018116666666666663,0.005257727117723437,0.02783333333333333,1.5363385464581418,0.47548666666666667,0.49045000000000005,0.47548666666666667,0.49045000000000005,include,100,0.7924777777777778,0.9905972222222224,0.6130625000000001
2re,4,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.01795,0.018216666666666666,7.041543391425974e-4,0.018400000000000017,1.010064043915829,0.07741,0.07985,0.07741,0.07985,include,100,0.12901666666666667,0.16127083333333334,0.0998125
2re,4,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.029250000000000005,0.03206666666666669,0.0047756907586465605,0.03333333333333333,1.039501039501039,0.07440999999999999,0.07801666666666668,0.07440999999999999,0.07801666666666668,include,100,0.12401666666666665,0.1550208333333333,0.09752083333333335
2re,4,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.013633333333333345,0.013583333333333326,2.2546248764114524e-4,0.014016666666666684,1.0319018404907994,0.05924666666666667,0.05985000000000002,0.05924666666666667,0.05985000000000002,include,100,0.09874444444444445,0.12343055555555557,0.07481250000000003
2re,4,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.3333333333338546e-5,3.3333333333314856e-5,2.041241452319997e-5,6.666666666668894e-5,2.000000000001777,0.040753333333333336,0.04109999999999999,0.040753333333333336,0.04109999999999999,include,100,0.06792222222222223,0.08490277777777779,0.05137499999999999
2re,4,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.1598166666666667,0.16235,0.006459757907400408,0.16788333333333336,1.034082743044862,0.22011333333333336,0.22715000000000002,0.22011333333333336,0.22715000000000002,include,100,0.3668555555555556,0.4585694444444445,0.2839375
2re,4,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.2590900000000005,0.6938833333333334,5.065459889160554,12.118300000000001,17.46446328633536,3.3013033333333333,12.163983333333332,3.3013033333333333,12.163983333333332,include,100,5.502172222222223,6.877715277777778,15.204979166666666
2re,5,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.014596666666666666,0.01354999999999998,0.003954768570276198,0.02116666666666666,1.5621156211562133,0.8151333333333334,0.8282666666666666,0.8151333333333334,0.8282666666666666,include,100,1.3585555555555555,1.6981944444444443,1.0353333333333332
2re,5,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03425333333333333,0.030650000000000007,0.005087653901576072,0.039950000000000006,1.3034257748776508,0.13855666666666666,0.15005,0.13855666666666666,0.15005,include,100,0.23092777777777776,0.2886597222222222,0.1875625
2re,5,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09730666666666667,0.1073333333333333,0.02655438235437273,0.12819999999999998,1.194409937888199,0.1789133333333333,0.2045833333333333,0.1789133333333333,0.2045833333333333,include,100,0.2981888888888889,0.3727361111111111,0.2557291666666666
2re,5,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.6666666666670034e-5,3.333333333334447e-5,1.3944333775570812e-5,5.000000000000189e-5,1.4999999999995557,0.07095333333333334,0.07341666666666667,0.07095333333333334,0.07341666666666667,include,100,0.11825555555555557,0.14781944444444448,0.09177083333333334
2re,5,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.013003333333333327,0.012483333333333313,0.001603875514703891,0.015816666666666663,1.2670226969292406,0.15125333333333332,0.1668333333333333,0.15125333333333332,0.1668333333333333,include,100,0.25208888888888886,0.31511111111111106,0.20854166666666663
2re,5,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.12565,0.9440000000000001,0.8891916802167386,2.6387,2.7952330508474574,1.2042966666666666,2.7396499999999997,1.2042966666666666,2.7396499999999997,include,100,2.007161111111111,2.508951388888889,3.4245624999999995
2re,6,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.01599666666666667,0.013283333333333314,0.006698376669014664,0.027933333333333334,2.102885821831873,0.84946,0.8982166666666667,0.84946,0.8982166666666667,include,100,1.4157666666666666,1.7697083333333332,1.1227708333333333
2re,6,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03215,0.028916666666666656,0.008140092819563608,0.04668333333333332,1.6144092219020174,0.11583333333333332,0.13981666666666664,0.11583333333333332,0.13981666666666664,include,100,0.19305555555555554,0.24131944444444442,0.17477083333333332
2re,6,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08376,0.07626666666666668,0.013170772566558124,0.10145000000000001,1.330201048951049,0.15017333333333335,0.16423333333333334,0.15017333333333335,0.16423333333333334,include,100,0.2502888888888889,0.31286111111111115,0.20529166666666668
2re,6,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09811666666666666,0.09309999999999999,0.011240180900086376,0.1133,1.2169709989258863,0.15126333333333333,0.16958333333333334,0.15126333333333333,0.16958333333333334,include,100,0.2521055555555555,0.3151319444444444,0.21197916666666666
