case,subcase_id,method,n_trials,n_read,n_complete,n_oom,n_timeout,n_resource_fail,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,n_nonresource_incomplete,n_successful_fits,prop_complete,prop_resource_fail,mean_fit_time,median_fit_time,sd_fit_time,max_fit_time,max_to_median_fit_time,mean_total_time_observed,max_total_time_observed,mean_total_time_complete,max_total_time_complete,decision,n_full_seeds,projected_total_hours,projected_total_hours_buffered,suggested_walltime_minutes
2re,6,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.9999999999992252e-5,3.3333333333314856e-5,1.3944333775567275e-5,5.000000000000189e-5,1.5000000000008882,0.059043333333333343,0.06353333333333336,0.059043333333333343,0.06353333333333336,include,100,0.09840555555555558,0.12300694444444447,0.07941666666666669
2re,6,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03124666666666667,0.03141666666666666,5.156441494760524e-4,0.03178333333333334,1.0116710875331567,0.15998,0.16808333333333333,0.15998,0.16808333333333333,include,100,0.26663333333333333,0.33329166666666665,0.21010416666666668
2re,6,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.15545,0.1859333333333333,1.8388606415462208,4.390366666666667,23.612585155969885,1.2211933333333334,4.449983333333334,1.2211933333333334,4.449983333333334,include,100,2.0353222222222223,2.5441527777777777,5.562479166666668
2re,7,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.023936666666666665,0.023133333333333332,0.005418453551419339,0.02999999999999998,1.2968299711815554,0.8521733333333333,0.8622833333333334,0.8521733333333333,0.8622833333333334,include,100,1.4202888888888887,1.775361111111111,1.0778541666666668
2re,7,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.033819999999999996,0.030500000000000003,0.004622670584557524,0.03893333333333334,1.2765027322404372,0.12831666666666666,0.1375666666666667,0.12831666666666666,0.1375666666666667,include,100,0.2138611111111111,0.2673263888888889,0.17195833333333338
2re,7,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08893333333333334,0.09048333333333333,0.0117796139816021,0.10236666666666666,1.131331736968134,0.15891666666666668,0.17021666666666666,0.15891666666666668,0.17021666666666666,include,100,0.2648611111111111,0.3310763888888889,0.21277083333333333
2re,7,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.030553333333333335,0.028666666666666677,0.0032347376675362504,0.035066666666666683,1.2232558139534886,0.0983,0.10391666666666667,0.0983,0.10391666666666667,include,100,0.16383333333333333,0.20479166666666665,0.12989583333333335
2re,7,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.666666666666373e-5,1.6666666666657428e-5,1.4907119850005232e-5,5.000000000000189e-5,3.0000000000017764,0.05990333333333334,0.06144999999999999,0.05990333333333334,0.06144999999999999,include,100,0.0998388888888889,0.12479861111111112,0.07681249999999999
2re,7,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07170666666666667,0.07086666666666668,0.005837101164105346,0.08146666666666666,1.1495766698024457,0.20909000000000003,0.22588333333333335,0.20909000000000003,0.22588333333333335,include,100,0.34848333333333337,0.4356041666666667,0.2823541666666667
2re,7,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.484043333333333,0.84885,8.211117437290264,19.116466666666668,22.5204296008325,4.548139999999999,19.179599999999997,4.548139999999999,19.179599999999997,include,100,7.580233333333331,9.475291666666664,23.974499999999995
2re,8,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.037223333333333344,0.036466666666666675,0.001774338687448874,0.04003333333333335,1.097806215722121,0.8538366666666667,0.8584833333333334,0.8538366666666667,0.8584833333333334,include,100,1.423061111111111,1.7788263888888889,1.0731041666666667
2re,8,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03865000000000001,0.04261666666666667,0.005671480798208214,0.043116666666666664,1.0117324990222916,0.14828333333333332,0.16303333333333334,0.14828333333333332,0.16303333333333334,include,100,0.24713888888888888,0.3089236111111111,0.20379166666666668
2re,8,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.25206666666666666,0.2790833333333333,0.06885796774682086,0.2938,1.0527321588533893,0.33220666666666665,0.3712666666666667,0.33220666666666665,0.3712666666666667,include,100,0.5536777777777778,0.6920972222222223,0.46408333333333335
2re,8,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.02639333333333333,0.02648333333333331,4.471514781865819e-4,0.027016666666666675,1.0201384518565146,0.09752666666666666,0.0985,0.09752666666666666,0.0985,include,100,0.16254444444444444,0.20318055555555553,0.12312500000000001
2re,8,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.33333333333267e-5,3.3333333333314856e-5,1.1785113019779728e-5,5.000000000000189e-5,1.5000000000008882,0.06436333333333333,0.06571666666666666,0.06436333333333333,0.06571666666666666,include,100,0.10727222222222221,0.13409027777777777,0.08214583333333332
2re,8,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.4387166666666667,0.45031666666666675,0.01867322429457629,0.45378333333333326,1.0076982863910577,0.6004166666666667,0.61995,0.6004166666666667,0.61995,include,100,1.0006944444444446,1.2508680555555558,0.7749375000000001
2re,8,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.69804,0.17634999999999998,7.727092577154533,17.51696666666667,99.33068708061622,3.7625499999999996,17.576916666666666,3.7625499999999996,17.576916666666666,include,100,6.270916666666666,7.838645833333332,21.97114583333333
2re,9,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.026263333333333333,0.027216666666666653,0.004380550447400682,0.031850000000000024,1.1702388242498485,1.6684833333333333,1.6787833333333333,1.6684833333333333,1.6787833333333333,include,100,2.7808055555555553,3.4760069444444444,2.0984791666666665
2re,9,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.059513333333333335,0.0593,6.71792792128297e-4,0.06044999999999998,1.0193929173693084,0.20061333333333334,0.2016166666666667,0.20061333333333334,0.2016166666666667,include,100,0.3343555555555556,0.41794444444444445,0.25202083333333336
2re,9,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.0282933333333335,1.0038333333333334,0.36946772329332855,1.5678833333333335,1.5618960650838454,1.19079,1.7094166666666666,1.19079,1.7094166666666666,include,100,1.98465,2.4808125,2.1367708333333333
2re,9,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.6666666666660768e-5,1.6666666666672234e-5,1.4907119849991164e-5,4.999999999997229e-5,2.999999999997335,0.06849333333333334,0.07570000000000002,0.06849333333333334,0.07570000000000002,include,100,0.11415555555555557,0.14269444444444446,0.09462500000000001
2re,9,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.04128,0.04266666666666667,0.002421816352336501,0.043583333333333335,1.021484375,0.37671333333333334,0.3997833333333334,0.37671333333333334,0.3997833333333334,include,100,0.6278555555555556,0.7848194444444445,0.4997291666666667
2re,9,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.9181633333333337,4.73365,1.9195330830337651,5.7555000000000005,1.2158693608526192,4.001973333333334,5.838800000000001,4.001973333333334,5.838800000000001,include,100,6.669955555555557,8.337444444444447,7.298500000000001
2re,10,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03736333333333335,0.041066666666666675,0.0068207954081617155,0.043283333333333354,1.053977272727273,1.6263766666666668,1.6367166666666668,1.6263766666666668,1.6367166666666668,include,100,2.7106277777777783,3.388284722222223,2.0458958333333337
2re,10,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07193666666666666,0.056049999999999996,0.03579414795434833,0.13596666666666668,2.425810288432947,0.23792666666666665,0.42035,0.23792666666666665,0.42035,include,100,0.3965444444444444,0.4956805555555555,0.5254375
2re,10,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.7871833333333333,0.7630333333333332,0.1844030692381351,1.0001,1.3106897907474555,0.9385300000000001,1.1403333333333334,0.9385300000000001,1.1403333333333334,include,100,1.5642166666666668,1.9552708333333335,1.4254166666666668
2re,10,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.20521666666666669,0.21415,0.01748733668814223,0.21946666666666673,1.0248268347731344,0.29196,0.3083,0.29196,0.3083,include,100,0.4866,0.60825,0.385375
2re,10,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.666666666666965e-5,3.3333333333314856e-5,9.128709291750413e-6,3.333333333334447e-5,1.0000000000008884,0.06324666666666667,0.06928333333333334,0.06324666666666667,0.06928333333333334,include,100,0.10541111111111112,0.1317638888888889,0.08660416666666668
2re,10,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07394333333333333,0.06906666666666667,0.009302304075395033,0.0904,1.308880308880309,0.41473000000000004,0.46260000000000007,0.41473000000000004,0.46260000000000007,include,100,0.6912166666666668,0.8640208333333335,0.57825
2re,10,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.7910233333333334,1.4009500000000001,3.600391334490214,9.05785,6.4655055498054885,2.890006666666667,9.205466666666666,2.890006666666667,9.205466666666666,include,100,4.8166777777777785,6.020847222222223,11.506833333333333
2re,11,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.05817666666666667,0.046849999999999996,0.02024192088491384,0.08211666666666666,1.7527570259694059,1.6166966666666667,1.6901166666666667,1.6166966666666667,1.6901166666666667,include,100,2.6944944444444445,3.3681180555555557,2.1126458333333336
2re,11,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.06642333333333335,0.06826666666666667,0.004234524110740718,0.06845000000000002,1.0026855468750002,0.22173333333333334,0.22895000000000004,0.22173333333333334,0.22895000000000004,include,100,0.3695555555555555,0.4619444444444444,0.28618750000000004
2re,11,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.2178266666666666,1.4202666666666668,0.3662951167888174,1.4796166666666666,1.041787927149831,1.3777433333333333,1.6292166666666668,1.3777433333333333,1.6292166666666668,include,100,2.296238888888889,2.870298611111111,2.0365208333333333
2re,11,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.061500000000000006,0.06511666666666667,0.00602272317514631,0.06663333333333335,1.023291528026619,0.15656666666666666,0.16468333333333335,0.15656666666666666,0.16468333333333335,include,100,0.2609444444444444,0.32618055555555553,0.20585416666666667
2re,11,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.666666666666965e-5,3.333333333334447e-5,9.128709291763928e-6,3.333333333334447e-5,1,0.07282000000000001,0.07490000000000001,0.07282000000000001,0.07490000000000001,include,100,0.12136666666666668,0.15170833333333333,0.09362500000000001
2re,11,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.22874666666666665,0.2011,0.05994589620834959,0.3357833333333333,1.6697331344273163,0.6414266666666667,0.7567333333333333,0.6414266666666667,0.7567333333333333,include,100,1.0690444444444445,1.3363055555555556,0.9459166666666665
2re,11,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.4006233333333333,0.69365,1.5910812387859605,4.2131,6.073812441432999,1.4896233333333333,4.3017666666666665,1.4896233333333333,4.3017666666666665,include,100,2.4827055555555555,3.103381944444444,5.377208333333333
2re,12,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08622666666666666,0.08731666666666668,0.006215064583556447,0.09469999999999998,1.084558121778965,1.6992,1.7062666666666668,1.6992,1.7062666666666668,include,100,2.8320000000000003,3.5400000000000005,2.1328333333333336
2re,12,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.08657999999999999,0.06556666666666665,0.02954693394509074,0.11916666666666664,1.8174885612608034,0.28258,0.41105,0.28258,0.41105,include,100,0.47096666666666664,0.5887083333333333,0.5138125
2re,12,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.3035833333333333,1.3898000000000001,0.17072392960241076,1.4432833333333335,1.0384827553125149,1.4600066666666667,1.6046,1.4600066666666667,1.6046,include,100,2.4333444444444443,3.0416805555555553,2.00575
2re,12,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.061393333333333334,0.057633333333333335,0.00933696804226203,0.07805000000000002,1.3542510121457494,0.1662566666666667,0.2041666666666667,0.1662566666666667,0.2041666666666667,include,100,0.2770944444444445,0.3463680555555556,0.25520833333333337
2re,12,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.0000000000001514e-5,3.333333333334447e-5,1.4907119849993644e-5,6.666666666665932e-5,1.9999999999991116,0.08309666666666667,0.08335,0.08309666666666667,0.08335,include,100,0.13849444444444445,0.17311805555555557,0.10418749999999999
2re,12,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.8427900000000002,1.855316666666667,0.029578691185078186,1.8724500000000002,1.0092347218354458,2.28835,2.32235,2.28835,2.32235,include,100,3.813916666666666,4.767395833333333,2.9029375
2re,12,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.306843333333333,0.4831333333333333,6.530995077211095,15.361650000000001,31.79588105422934,4.394843333333333,15.4397,4.394843333333333,15.4397,include,100,7.324738888888889,9.155923611111112,19.299625
2re,13,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.04145,0.0415,0.005310981809211712,0.046983333333333314,1.1321285140562243,2.545053333333333,2.6308833333333337,2.545053333333333,2.6308833333333337,include,100,4.241755555555555,5.302194444444444,3.288604166666667
2re,13,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11583,0.1376,0.031213119125706665,0.1393,1.0123546511627908,0.35989333333333334,0.45260000000000006,0.35989333333333334,0.45260000000000006,include,100,0.5998222222222223,0.7497777777777779,0.5657500000000001
2re,13,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.010066666666667,5.161433333333333,1.8710120530447925,7.588016666666667,1.4701374941069343,5.528946666666666,7.929283333333333,5.528946666666666,7.929283333333333,include,100,9.21491111111111,11.518638888888887,9.911604166666667
2re,13,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.3333333333332623e-5,3.333333333334447e-5,1.1785113019779728e-5,5.000000000000189e-5,1.4999999999995557,0.10064666666666668,0.1014,0.10064666666666668,0.1014,include,100,0.16774444444444445,0.20968055555555556,0.12675
2re,13,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.06115333333333333,0.06035000000000001,0.0022004229391440074,0.06366666666666668,1.0549571941452638,0.7598333333333334,0.9623000000000002,0.7598333333333334,0.9623000000000002,include,100,1.266388888888889,1.5829861111111112,1.2028750000000001
2re,13,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.4562500000000003,1.1535666666666666,3.1230563067067996,7.989433333333334,6.9258531510966,2.5723333333333334,8.102833333333333,2.5723333333333334,8.102833333333333,include,100,4.287222222222223,5.359027777777778,10.128541666666667
2re,14,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07942333333333332,0.07363333333333331,0.013460490539187485,0.09913333333333331,1.346310547759167,2.5875299999999997,2.63845,2.5875299999999997,2.63845,include,100,4.31255,5.3906875,3.2980625000000003
2re,14,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09822000000000002,0.09400000000000001,0.006384033904114936,0.10771666666666668,1.145921985815603,0.28071333333333337,0.30868333333333337,0.28071333333333337,0.30868333333333337,include,100,0.4678555555555556,0.5848194444444444,0.3858541666666667
2re,14,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.46772,4.546966666666666,1.8265534454874903,5.013016666666667,1.1024969026970364,3.8424733333333334,5.3921166666666664,3.8424733333333334,5.3921166666666664,include,100,6.404122222222223,8.005152777777779,6.740145833333333
2re,14,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.29070666666666667,0.2935,0.006314298148734451,0.29623333333333335,1.00931289040318,0.40793666666666667,0.4174333333333334,0.40793666666666667,0.4174333333333334,include,100,0.6798944444444445,0.8498680555555556,0.5217916666666668
2re,14,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.0000000000001514e-5,3.333333333334447e-5,1.4907119849993644e-5,6.666666666665932e-5,1.9999999999991116,0.09326333333333334,0.09693333333333333,0.09326333333333334,0.09693333333333333,include,100,0.1554388888888889,0.19429861111111113,0.12116666666666666
2re,14,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.2162,0.22451666666666667,0.01520654099027418,0.22469999999999998,1.0008165689258406,0.96226,1.0719833333333333,0.96226,1.0719833333333333,include,100,1.6037666666666666,2.0047083333333333,1.3399791666666667
2re,14,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.090986666666667,1.02425,11.48910685887458,26.617966666666668,25.987763404116833,6.20913,26.73255,6.20913,26.73255,include,100,10.34855,12.9356875,33.4156875
2re,15,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07938,0.07745,0.012110156435359894,0.09931666666666666,1.282332687755541,2.445116666666667,2.4765666666666664,2.445116666666667,2.4765666666666664,include,100,4.075194444444445,5.093993055555556,3.095708333333333
2re,15,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.12008,0.08455,0.07986793822026181,0.26295,3.1099940863394444,0.36817666666666665,0.8191,0.36817666666666665,0.8191,include,100,0.6136277777777778,0.7670347222222222,1.023875
2re,15,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6.20503,6.96435,1.3433003218338366,7.45065,1.0698270477503287,6.68966,7.865516666666666,6.68966,7.865516666666666,include,100,11.149433333333333,13.936791666666666,9.831895833333332
2re,15,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11873666666666667,0.07793333333333334,0.05889078332906696,0.18805,2.4129597946963215,0.2675266666666667,0.42615,0.2675266666666667,0.42615,include,100,0.4458777777777778,0.5573472222222222,0.5326875
2re,15,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.0000000000001136e-5,3.3333333333314856e-5,1.3944333775565504e-5,5.000000000000189e-5,1.5000000000008882,0.08321666666666666,0.0909,0.08321666666666666,0.0909,include,100,0.13869444444444443,0.17336805555555554,0.11362499999999999
2re,15,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.49182000000000003,0.4976333333333334,0.012954125254570901,0.4978166666666667,1.000368410476254,1.3072566666666667,1.3470666666666666,1.3072566666666667,1.3470666666666666,include,100,2.1787611111111116,2.7234513888888894,1.6838333333333333
2re,15,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2.7803933333333335,1.2275166666666666,3.8154744665018767,9.592966666666667,7.814938018492621,2.885003333333333,9.697366666666666,2.885003333333333,9.697366666666666,include,100,4.808338888888888,6.01042361111111,12.121708333333332
2re,16,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11433666666666666,0.11241666666666668,0.012777700845179023,0.12863333333333332,1.144255003706449,2.5785066666666667,2.608616666666667,2.5785066666666667,2.608616666666667,include,100,4.297511111111111,5.371888888888888,3.2607708333333334
2re,16,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.14993666666666666,0.10303333333333334,0.06465912262696491,0.2209833333333333,2.1447751536719504,0.44190999999999997,0.6827166666666666,0.44190999999999997,0.6827166666666666,include,100,0.7365166666666666,0.9206458333333333,0.8533958333333334
2re,16,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.05598,3.8385333333333334,0.8121213167446792,4.910283333333334,1.2792082045225608,4.415303333333333,5.244516666666667,4.415303333333333,5.244516666666667,include,100,7.358838888888888,9.19854861111111,6.555645833333333
2re,16,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.10046,0.087716666666666665,0.029351096894134784,0.15291666666666665,1.743302299068972,0.21985666666666664,0.27101666666666663,0.21985666666666664,0.27101666666666663,include,100,0.36642777777777774,0.4580347222222222,0.3387708333333333
2re,16,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.3333333333333e-5,5.000000000000189e-5,1.900292375166514e-5,6.666666666668894e-5,1.3333333333337283,0.09028333333333333,0.09058333333333332,0.09028333333333333,0.09058333333333332,include,100,0.1504722222222222,0.18809027777777776,0.11322916666666666
2re,16,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.024276666666667,5.53725,0.8468811265953056,5.711216666666667,1.031417520730808,6.37614,7.32735,6.37614,7.32735,include,100,10.626900000000001,13.283625,9.1591875
2re,16,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.1679766666666667,0.7457999999999999,1.2412502188429928,3.3501833333333333,4.492066684544561,1.2807433333333333,3.4804833333333334,1.2807433333333333,3.4804833333333334,include,100,2.1345722222222223,2.6682152777777777,4.350604166666667
2re,17,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.062303333333333336,0.053916666666666654,0.015056944687861914,0.08276666666666666,1.5350850077279754,3.8261366666666667,3.8760666666666665,3.8261366666666667,3.8760666666666665,include,100,6.376894444444445,7.971118055555556,4.845083333333333
2re,17,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16723,0.14571666666666666,0.04826469753119539,0.25356666666666666,1.7401349651149491,0.4796266666666667,0.7096833333333333,0.4796266666666667,0.7096833333333333,include,100,0.7993777777777779,0.9992222222222223,0.8871041666666667
2re,17,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.557916666666666,5.825683333333333,1.083278997675832,7.070116666666666,1.2136115648808008,6.21743,7.699233333333334,6.21743,7.699233333333334,include,100,10.362383333333334,12.952979166666667,9.624041666666667
2re,17,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4.0000000000001514e-5,3.333333333334447e-5,9.128709291753113e-6,5.000000000000189e-5,1.4999999999995557,0.10671333333333334,0.10743333333333334,0.10671333333333334,0.10743333333333334,include,100,0.17785555555555557,0.22231944444444446,0.13429166666666667
2re,17,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.09646,0.09696666666666666,0.0011956286119768726,0.09754999999999997,1.0060158129941559,1.2271800000000002,1.3366500000000001,1.2271800000000002,1.3366500000000001,include,100,2.0453,2.5566250000000004,1.6708125000000003
2re,17,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.13179,0.8153,0.9570384634381212,2.7801666666666667,3.4099922318982787,1.26374,2.930933333333334,1.26374,2.930933333333334,include,100,2.1062333333333334,2.632791666666667,3.6636666666666673
2re,18,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.07884000000000001,0.06813333333333335,0.019887805448453977,0.10500000000000004,1.541095890410959,3.36241,3.3869,3.36241,3.3869,include,100,5.604016666666666,7.005020833333333,4.233625
2re,18,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16501666666666664,0.11573333333333331,0.11092848234085076,0.36344999999999994,3.140408986175115,0.5112466666666667,1.122916666666667,0.5112466666666667,1.122916666666667,include,100,0.8520777777777779,1.0650972222222224,1.4036458333333337
2re,18,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,8.858066666666666,8.376966666666666,1.5593806453471626,11.4955,1.3722747693079038,9.550766666666666,12.142733333333332,9.550766666666666,12.142733333333332,include,100,15.917944444444442,19.89743055555555,15.178416666666665
2re,18,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.7867833333333334,0.3832333333333333,0.559078925306814,1.4025333333333334,3.659737322779856,0.96574,1.6381833333333335,0.96574,1.6381833333333335,include,100,1.6095666666666666,2.0119583333333333,2.047729166666667
2re,18,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.000000000000114e-5,3.333333333334447e-5,7.4535599250050994e-6,3.333333333334447e-5,1,0.11829666666666667,0.11875000000000001,0.11829666666666667,0.11875000000000001,include,100,0.19716111111111115,0.24645138888888893,0.1484375
2re,18,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.4035433333333333,0.4360666666666667,0.0671175105484569,0.4365,1.0009937318452835,1.6971533333333335,1.9024833333333335,1.6971533333333335,1.9024833333333335,include,100,2.828588888888889,3.5357361111111114,2.3781041666666667
2re,18,bayesFPCA,10,10,10,0,0,0,0,0,0,0,0,0,0,0,10,1,0,8.740726666666667,1.3312166666666667,13.576080177798918,35.945616666666666,27.002078299300138,8.860696666666668,36.0316,8.860696666666668,36.0316,include,100,14.767827777777779,18.459784722222224,45.0395
2re,19,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11600333333333333,0.10446666666666668,0.031950233436810214,0.1711833333333333,1.6386407147415438,4.008666666666667,5.181716666666667,4.008666666666667,5.181716666666667,include,100,6.681111111111111,8.351388888888888,6.477145833333334
2re,19,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.16419999999999998,0.15743333333333334,0.009853482182006065,0.17636666666666667,1.1202625449925894,0.47106333333333333,0.5124166666666666,0.47106333333333333,0.5124166666666666,include,100,0.7851055555555555,0.9813819444444444,0.6405208333333333
2re,19,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,8.729103333333333,9.46525,1.8885153375954704,9.86625,1.0423654948363754,9.398296666666667,10.514316666666668,9.398296666666667,10.514316666666668,include,100,15.66382777777778,19.579784722222225,13.142895833333334
2re,19,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11749666666666665,0.11438333333333332,0.007806144303616791,0.1314,1.1487687600174852,0.24666333333333332,0.27148333333333335,0.24666333333333332,0.27148333333333335,include,100,0.4111055555555555,0.5138819444444443,0.3393541666666667
2re,19,Oracle-GP,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.33333333333267e-5,3.3333333333314856e-5,1.6219309263557786e-17,3.333333333334447e-5,1.0000000000008884,0.10989333333333334,0.11195000000000001,0.10989333333333334,0.11195000000000001,include,100,0.18315555555555557,0.22894444444444445,0.13993750000000002
2re,19,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.5719666666666666,0.5884333333333333,0.033291709428424764,0.5901333333333334,1.0028890273607889,2.016236666666667,2.1457833333333336,2.016236666666667,2.1457833333333336,include,100,3.3603944444444447,4.2004930555555555,2.682229166666667
2re,19,bayesFPCA,10,10,10,0,0,0,0,0,0,0,0,0,0,0,10,1,0,16.03007333333333,5.345633333333334,20.255966591357655,52.99853333333333,9.914360007233316,16.15565666666667,53.094033333333336,16.15565666666667,53.094033333333336,include,100,26.92609444444445,33.65761805555556,66.36754166666667
