case,quantity,metric,n_obs_per_cluster,n_clusters,comparison_method,comparison_estimate,adastrumm_estimate,numerator,denominator,numerator_estimate,denominator_estimate,value,oracle_estimate
2re,Next-best general-purpose RMISE / AdaStruMM RMISE,RMISE,5,300,bayesFPCA,1.9406444792061601,0.36017732054556323,minimum RMISE among non-AdaStruMM general-purpose methods,AdaStruMM RMISE,1.9406444792061601,0.36017732054556323,5.388025198995461,NA
2re,Next-best general-purpose RMISE / AdaStruMM RMISE,RMISE,5,400,bayesFPCA,1.0980181045726702,0.36122037393898065,minimum RMISE among non-AdaStruMM general-purpose methods,AdaStruMM RMISE,1.0980181045726702,0.36122037393898065,3.0397457723637524,NA
2re,Next-best general-purpose RMISE / AdaStruMM RMISE,RMISE,5,500,HGAM-GS,2.6849402131731055,0.36604510754157393,minimum RMISE among non-AdaStruMM general-purpose methods,AdaStruMM RMISE,2.6849402131731055,0.36604510754157393,7.334998222502293,NA
2re,Next-best general-purpose RMISE / AdaStruMM RMISE,RMISE,10,50,HGAM-GS,1.2708812741090108,0.18651491061460207,minimum RMISE among non-AdaStruMM general-purpose methods,AdaStruMM RMISE,1.2708812741090108,0.18651491061460207,6.813832041209014,NA
2re,Next-best general-purpose RMISE / AdaStruMM RMISE,RMISE,10,100,HGAM-GS,1.3252320638298225,0.17207731475145435,minimum RMISE among non-AdaStruMM general-purpose methods,AdaStruMM RMISE,1.3252320638298225,0.17207731475145435,7.701375778346878,NA
2re,Next-best general-purpose RMISE / AdaStruMM RMISE,RMISE,10,200,HGAM-GS,1.263694269338586,0.16691469478471155,minimum RMISE among non-AdaStruMM general-purpose methods,AdaStruMM RMISE,1.263694269338586,0.16691469478471155,7.570898841282447,NA
2re,Next-best general-purpose RMISE / AdaStruMM RMISE,RMISE,10,300,HGAM-GS,1.296182929211953,0.1668408158032346,minimum RMISE among non-AdaStruMM general-purpose methods,AdaStruMM RMISE,1.296182929211953,0.1668408158032346,7.768979808517717,NA
2re,Next-best general-purpose RMISE / AdaStruMM RMISE,RMISE,10,400,HGAM-GS,1.2912410148954059,0.1629638776342259,minimum RMISE among non-AdaStruMM general-purpose methods,AdaStruMM RMISE,1.2912410148954059,0.1629638776342259,7.923479937030031,NA
2re,Next-best general-purpose RMISE / AdaStruMM RMISE,RMISE,10,500,bayesFPCA,1.2223137663925552,0.16374317875895206,minimum RMISE among non-AdaStruMM general-purpose methods,AdaStruMM RMISE,1.2223137663925552,0.16374317875895206,7.464822508374136,NA
2re,AdaStruMM RMISE / oracle RMISE,RMISE,2,50,Oracle,NA,2.464549910719273,AdaStruMM RMISE,oracle RMISE,2.464549910719273,1.3938675625097694,1.768137789419287,1.3938675625097694
2re,AdaStruMM RMISE / oracle RMISE,RMISE,2,100,Oracle,NA,2.244139042003384,AdaStruMM RMISE,oracle RMISE,2.244139042003384,1.4259844439933715,1.573747211238032,1.4259844439933715
2re,AdaStruMM RMISE / oracle RMISE,RMISE,2,200,Oracle,NA,1.7840522507022092,AdaStruMM RMISE,oracle RMISE,1.7840522507022092,1.3935313103919311,1.2802383680926723,1.3935313103919311
2re,AdaStruMM RMISE / oracle RMISE,RMISE,2,300,Oracle,NA,1.8681070233009205,AdaStruMM RMISE,oracle RMISE,1.8681070233009205,1.410872845860264,1.3240789407651141,1.410872845860264
2re,AdaStruMM RMISE / oracle RMISE,RMISE,2,400,Oracle,NA,1.6337773331974643,AdaStruMM RMISE,oracle RMISE,1.6337773331974643,1.3950367241154398,1.1711357163256073,1.3950367241154398
2re,AdaStruMM RMISE / oracle RMISE,RMISE,2,500,Oracle,NA,1.647562177203489,AdaStruMM RMISE,oracle RMISE,1.647562177203489,1.4074024484018848,1.1706404085585522,1.4074024484018848
2re,AdaStruMM RMISE / oracle RMISE,RMISE,3,50,Oracle,NA,1.3742653979401493,AdaStruMM RMISE,oracle RMISE,1.3742653979401493,0.8140463578600967,1.6881905860407187,0.8140463578600967
2re,AdaStruMM RMISE / oracle RMISE,RMISE,3,100,Oracle,NA,1.147593525252396,AdaStruMM RMISE,oracle RMISE,1.147593525252396,0.7665123493911312,1.4971624738518194,0.7665123493911312
2re,AdaStruMM RMISE / oracle RMISE,RMISE,3,200,Oracle,NA,0.9061872596449175,AdaStruMM RMISE,oracle RMISE,0.9061872596449175,0.7801334974485034,1.1615797329670938,0.7801334974485034
2re,AdaStruMM RMISE / oracle RMISE,RMISE,3,300,Oracle,NA,0.8169157177306303,AdaStruMM RMISE,oracle RMISE,0.8169157177306303,0.7684058935075301,1.0631304687183856,0.7684058935075301
2re,AdaStruMM RMISE / oracle RMISE,RMISE,3,400,Oracle,NA,0.9138615058842524,AdaStruMM RMISE,oracle RMISE,0.9138615058842524,0.7739435122483549,1.1807857956318115,0.7739435122483549
2re,AdaStruMM RMISE / oracle RMISE,RMISE,3,500,Oracle,NA,0.8866780702800654,AdaStruMM RMISE,oracle RMISE,0.8866780702800654,0.7710621826738331,1.1499436623973802,0.7710621826738331
2re,AdaStruMM RMISE / oracle RMISE,RMISE,5,50,Oracle,NA,0.46347351312570784,AdaStruMM RMISE,oracle RMISE,0.46347351312570784,0.344539934935076,1.3451953347963663,0.344539934935076
2re,AdaStruMM RMISE / oracle RMISE,RMISE,5,100,Oracle,NA,0.4100817372562401,AdaStruMM RMISE,oracle RMISE,0.4100817372562401,0.33377480509985963,1.2286180112772465,0.33377480509985963
2re,AdaStruMM RMISE / oracle RMISE,RMISE,5,200,Oracle,NA,0.3748624284777617,AdaStruMM RMISE,oracle RMISE,0.3748624284777617,0.3594414594740418,1.0429025884389764,0.3594414594740418
2re,AdaStruMM RMISE / oracle RMISE,RMISE,5,300,Oracle,NA,0.36017732054556323,AdaStruMM RMISE,oracle RMISE,0.36017732054556323,0.34904405572546665,1.0318964458425077,0.34904405572546665
2re,AdaStruMM RMISE / oracle RMISE,RMISE,5,400,Oracle,NA,0.36122037393898065,AdaStruMM RMISE,oracle RMISE,0.36122037393898065,0.35238433327237295,1.025075009960156,0.35238433327237295
2re,AdaStruMM RMISE / oracle RMISE,RMISE,5,500,Oracle,NA,0.36604510754157393,AdaStruMM RMISE,oracle RMISE,0.36604510754157393,0.35860087607127206,1.0207591000665106,0.35860087607127206
2re,AdaStruMM RMISE / oracle RMISE,RMISE,10,50,Oracle,NA,0.18651491061460207,AdaStruMM RMISE,oracle RMISE,0.18651491061460207,0.1596400815229701,1.1683463753917278,0.1596400815229701
2re,AdaStruMM RMISE / oracle RMISE,RMISE,10,100,Oracle,NA,0.17207731475145435,AdaStruMM RMISE,oracle RMISE,0.17207731475145435,0.15749029700341075,1.0926216917841465,0.15749029700341075
2re,AdaStruMM RMISE / oracle RMISE,RMISE,10,200,Oracle,NA,0.16691469478471155,AdaStruMM RMISE,oracle RMISE,0.16691469478471155,0.1589837103787233,1.0498855158625713,0.1589837103787233
2re,AdaStruMM RMISE / oracle RMISE,RMISE,10,300,Oracle,NA,0.1668408158032346,AdaStruMM RMISE,oracle RMISE,0.1668408158032346,0.16115915360881508,1.035254976631428,0.16115915360881508
2re,AdaStruMM RMISE / oracle RMISE,RMISE,10,400,Oracle,NA,0.1629638776342259,AdaStruMM RMISE,oracle RMISE,0.1629638776342259,0.15853121204815385,1.0279608383030947,0.15853121204815385
2re,AdaStruMM RMISE / oracle RMISE,RMISE,10,500,Oracle,NA,0.16374317875895206,AdaStruMM RMISE,oracle RMISE,0.16374317875895206,0.15994677157289816,1.023735441164085,0.15994677157289816
2re,AdaStruMM CI coverage,coverage,2,50,NA,NA,0.907704,AdaStruMM coverage,NA,0.907704,NA,0.907704,NA
2re,AdaStruMM CI coverage,coverage,2,100,NA,NA,0.915745,AdaStruMM coverage,NA,0.915745,NA,0.915745,NA
2re,AdaStruMM CI coverage,coverage,2,200,NA,NA,0.9576765,AdaStruMM coverage,NA,0.9576765,NA,0.9576765,NA
2re,AdaStruMM CI coverage,coverage,2,300,NA,NA,0.9479106666666667,AdaStruMM coverage,NA,0.9479106666666667,NA,0.9479106666666667,NA
2re,AdaStruMM CI coverage,coverage,2,400,NA,NA,0.964947,AdaStruMM coverage,NA,0.964947,NA,0.964947,NA
2re,AdaStruMM CI coverage,coverage,2,500,NA,NA,0.9640494,AdaStruMM coverage,NA,0.9640494,NA,0.9640494,NA
2re,AdaStruMM CI coverage,coverage,3,50,NA,NA,0.9411,AdaStruMM coverage,NA,0.9411,NA,0.9411,NA
2re,AdaStruMM CI coverage,coverage,3,100,NA,NA,0.943528,AdaStruMM coverage,NA,0.943528,NA,0.943528,NA
2re,AdaStruMM CI coverage,coverage,3,200,NA,NA,0.955375,AdaStruMM coverage,NA,0.955375,NA,0.955375,NA
2re,AdaStruMM CI coverage,coverage,3,300,NA,NA,0.9536373333333333,AdaStruMM coverage,NA,0.9536373333333333,NA,0.9536373333333333,NA
2re,AdaStruMM CI coverage,coverage,3,400,NA,NA,0.95195725,AdaStruMM coverage,NA,0.95195725,NA,0.95195725,NA
2re,AdaStruMM CI coverage,coverage,3,500,NA,NA,0.9490606,AdaStruMM coverage,NA,0.9490606,NA,0.9490606,NA
2re,AdaStruMM CI coverage,coverage,5,50,NA,NA,0.950562,AdaStruMM coverage,NA,0.950562,NA,0.950562,NA
2re,AdaStruMM CI coverage,coverage,5,100,NA,NA,0.949518,AdaStruMM coverage,NA,0.949518,NA,0.949518,NA
2re,AdaStruMM CI coverage,coverage,5,200,NA,NA,0.948667,AdaStruMM coverage,NA,0.948667,NA,0.948667,NA
2re,AdaStruMM CI coverage,coverage,5,300,NA,NA,0.949396,AdaStruMM coverage,NA,0.949396,NA,0.949396,NA
2re,AdaStruMM CI coverage,coverage,5,400,NA,NA,0.94729475,AdaStruMM coverage,NA,0.94729475,NA,0.94729475,NA
2re,AdaStruMM CI coverage,coverage,5,500,NA,NA,0.9478728,AdaStruMM coverage,NA,0.9478728,NA,0.9478728,NA
2re,AdaStruMM CI coverage,coverage,10,50,NA,NA,0.95127,AdaStruMM coverage,NA,0.95127,NA,0.95127,NA
2re,AdaStruMM CI coverage,coverage,10,100,NA,NA,0.942894,AdaStruMM coverage,NA,0.942894,NA,0.942894,NA
2re,AdaStruMM CI coverage,coverage,10,200,NA,NA,0.9468765,AdaStruMM coverage,NA,0.9468765,NA,0.9468765,NA
2re,AdaStruMM CI coverage,coverage,10,300,NA,NA,0.9454946666666667,AdaStruMM coverage,NA,0.9454946666666667,NA,0.9454946666666667,NA
2re,AdaStruMM CI coverage,coverage,10,400,NA,NA,0.947136,AdaStruMM coverage,NA,0.947136,NA,0.947136,NA
2re,AdaStruMM CI coverage,coverage,10,500,NA,NA,0.9455479999999999,AdaStruMM coverage,NA,0.9455479999999999,NA,0.9455479999999999,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,2,50,bayesFPCA,2.73185611073242,1.9589839510673395,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,2.73185611073242,1.9589839510673395,1.3945270502313132,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,2,100,bayesFPCA,2.2741478649122846,1.7520242151973227,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,2.2741478649122846,1.7520242151973227,1.2980116628446015,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,2,200,bayesFPCA,2.3604821823215896,1.682843605831099,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,2.3604821823215896,1.682843605831099,1.4026747192326456,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,2,300,bayesFPCA,2.165685967342913,1.585315492911913,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,2.165685967342913,1.585315492911913,1.366091466983,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,2,400,bayesFPCA,2.0286305630972863,1.5513989082577977,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,2.0286305630972863,1.5513989082577977,1.307613762198282,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,2,500,bayesFPCA,2.2383960787431803,1.5059074340368137,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,2.2383960787431803,1.5059074340368137,1.486410139262557,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,3,50,bayesFPCA,2.136139873928319,0.9658245381190095,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,2.136139873928319,0.9658245381190095,2.2117266538791363,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,3,100,bayesFPCA,2.1709878245997563,0.8133013634164066,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,2.1709878245997563,0.8133013634164066,2.6693522502903027,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,3,200,bayesFPCA,2.075450703734036,0.7047446112008817,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,2.075450703734036,0.7047446112008817,2.944968532923547,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,3,300,bayesFPCA,1.7524399757583216,0.6548313850078419,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,1.7524399757583216,0.6548313850078419,2.6761697986380653,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,3,400,bayesFPCA,1.4565325017537936,0.6731104040657646,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,1.4565325017537936,0.6731104040657646,2.1638835070085864,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,3,500,bayesFPCA,1.7875125080944563,0.6466538676337628,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,1.7875125080944563,0.6466538676337628,2.764249311050015,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,5,50,Local-GAM,1.0430369861488846,0.4148500871509714,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,1.0430369861488846,0.4148500871509714,2.5142503724949314,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,5,100,Local-GAM,1.062997190885675,0.37425380070185976,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,1.062997190885675,0.37425380070185976,2.840311010582057,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,5,200,Local-GAM,1.077480082960426,0.34067816121876415,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,1.077480082960426,0.34067816121876415,3.1627506709140936,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,5,300,Local-GAM,1.0710642283241494,0.33443494116774797,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,1.0710642283241494,0.33443494116774797,3.2026086287046134,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,5,400,Local-GAM,1.0739786993511755,0.32905439651613927,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,1.0739786993511755,0.32905439651613927,3.263833307568342,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,5,500,Local-GAM,1.0813146262798752,0.32789480520644726,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,1.0813146262798752,0.32789480520644726,3.297748573964336,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,10,50,Local-GAM,0.49915390556793626,0.22261127648056142,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,0.49915390556793626,0.22261127648056142,2.2422669393009063,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,10,100,Local-GAM,0.49151463361911696,0.20141319719194495,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,0.49151463361911696,0.20141319719194495,2.44032983176722,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,10,200,Local-GAM,0.4896933782439958,0.1937586101970031,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,0.4896933782439958,0.1937586101970031,2.5273373799807013,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,10,300,Local-GAM,0.4884418029824981,0.1907383511550777,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,0.4884418029824981,0.1907383511550777,2.5607949320342813,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,10,400,Local-GAM,0.49120384371892717,0.1894842519619204,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,0.49120384371892717,0.1894842519619204,2.5923201460438077,NA
2re,Narrowest general-purpose CI width / AdaStruMM CI width,ci_width,10,500,Local-GAM,0.486237185092075,0.18818080759681244,minimum CI width among non-AdaStruMM general-purpose methods,AdaStruMM CI width,0.486237185092075,0.18818080759681244,2.583882975642577,NA
2re,AdaStruMM CI width / oracle CI width,ci_width,2,50,Oracle,NA,1.9589839510673395,AdaStruMM CI width,oracle CI width,1.9589839510673395,1.090938491906973,1.7956868930740661,1.090938491906973
2re,AdaStruMM CI width / oracle CI width,ci_width,2,100,Oracle,NA,1.7520242151973227,AdaStruMM CI width,oracle CI width,1.7520242151973227,1.0818894596298725,1.619411483865192,1.0818894596298725
2re,AdaStruMM CI width / oracle CI width,ci_width,2,200,Oracle,NA,1.682843605831099,AdaStruMM CI width,oracle CI width,1.682843605831099,1.0729888697200076,1.5683700486755567,1.0729888697200076
2re,AdaStruMM CI width / oracle CI width,ci_width,2,300,Oracle,NA,1.585315492911913,AdaStruMM CI width,oracle CI width,1.585315492911913,1.076897285781373,1.472113927524335,1.076897285781373
2re,AdaStruMM CI width / oracle CI width,ci_width,2,400,Oracle,NA,1.5513989082577977,AdaStruMM CI width,oracle CI width,1.5513989082577977,1.0749927617423853,1.4431714923765968,1.0749927617423853
2re,AdaStruMM CI width / oracle CI width,ci_width,2,500,Oracle,NA,1.5059074340368137,AdaStruMM CI width,oracle CI width,1.5059074340368137,1.0786062350314283,1.396160512638734,1.0786062350314283
2re,AdaStruMM CI width / oracle CI width,ci_width,3,50,Oracle,NA,0.9658245381190095,AdaStruMM CI width,oracle CI width,0.9658245381190095,0.6029442473081418,1.6018471731523354,0.6029442473081418
2re,AdaStruMM CI width / oracle CI width,ci_width,3,100,Oracle,NA,0.8133013634164066,AdaStruMM CI width,oracle CI width,0.8133013634164066,0.5973250187248716,1.3615725742621436,0.5973250187248716
2re,AdaStruMM CI width / oracle CI width,ci_width,3,200,Oracle,NA,0.7047446112008817,AdaStruMM CI width,oracle CI width,0.7047446112008817,0.5946444079997024,1.1851530119849953,0.5946444079997024
2re,AdaStruMM CI width / oracle CI width,ci_width,3,300,Oracle,NA,0.6548313850078419,AdaStruMM CI width,oracle CI width,0.6548313850078419,0.5948726381832433,1.1007925780679948,0.5948726381832433
2re,AdaStruMM CI width / oracle CI width,ci_width,3,400,Oracle,NA,0.6731104040657646,AdaStruMM CI width,oracle CI width,0.6731104040657646,0.5957171259698387,1.1299161543659302,0.5957171259698387
2re,AdaStruMM CI width / oracle CI width,ci_width,3,500,Oracle,NA,0.6466538676337628,AdaStruMM CI width,oracle CI width,0.6466538676337628,0.5938280279499066,1.088958144778428,0.5938280279499066
2re,AdaStruMM CI width / oracle CI width,ci_width,5,50,Oracle,NA,0.4148500871509714,AdaStruMM CI width,oracle CI width,0.4148500871509714,0.3194002958939488,1.2988406475638175,0.3194002958939488
2re,AdaStruMM CI width / oracle CI width,ci_width,5,100,Oracle,NA,0.37425380070185976,AdaStruMM CI width,oracle CI width,0.37425380070185976,0.31776503337150075,1.1777689846205253,0.31776503337150075
2re,AdaStruMM CI width / oracle CI width,ci_width,5,200,Oracle,NA,0.34067816121876415,AdaStruMM CI width,oracle CI width,0.34067816121876415,0.31971205674467573,1.0655780851293704,0.31971205674467573
2re,AdaStruMM CI width / oracle CI width,ci_width,5,300,Oracle,NA,0.33443494116774797,AdaStruMM CI width,oracle CI width,0.33443494116774797,0.32017793118205373,1.0445283968606434,0.32017793118205373
2re,AdaStruMM CI width / oracle CI width,ci_width,5,400,Oracle,NA,0.32905439651613927,AdaStruMM CI width,oracle CI width,0.32905439651613927,0.3204080012041142,1.0269855786357749,0.3204080012041142
2re,AdaStruMM CI width / oracle CI width,ci_width,5,500,Oracle,NA,0.32789480520644726,AdaStruMM CI width,oracle CI width,0.32789480520644726,0.3211426242206668,1.0210254898494595,0.3211426242206668
2re,AdaStruMM CI width / oracle CI width,ci_width,10,50,Oracle,NA,0.22261127648056142,AdaStruMM CI width,oracle CI width,0.22261127648056142,0.18547166429039516,1.2002441307261702,0.18547166429039516
2re,AdaStruMM CI width / oracle CI width,ci_width,10,100,Oracle,NA,0.20141319719194495,AdaStruMM CI width,oracle CI width,0.20141319719194495,0.1859214092969387,1.0833243893405735,0.1859214092969387
2re,AdaStruMM CI width / oracle CI width,ci_width,10,200,Oracle,NA,0.1937586101970031,AdaStruMM CI width,oracle CI width,0.1937586101970031,0.18616970721078052,1.0407633610210842,0.18616970721078052
2re,AdaStruMM CI width / oracle CI width,ci_width,10,300,Oracle,NA,0.1907383511550777,AdaStruMM CI width,oracle CI width,0.1907383511550777,0.18611971648733497,1.024815397072975,0.18611971648733497
2re,AdaStruMM CI width / oracle CI width,ci_width,10,400,Oracle,NA,0.1894842519619204,AdaStruMM CI width,oracle CI width,0.1894842519619204,0.18605807356419354,1.0184145645071658,0.18605807356419354
2re,AdaStruMM CI width / oracle CI width,ci_width,10,500,Oracle,NA,0.18818080759681244,AdaStruMM CI width,oracle CI width,0.18818080759681244,0.18589846965275877,1.0122773358399177,0.18589846965275877
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,50,bayesFPCA,1.069377030749251,0.7288083510741774,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.069377030749251,0.7288083510741774,1.4672952487071746,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,100,bayesFPCA,0.9193145278018408,0.562657851161638,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.9193145278018408,0.562657851161638,1.63387843234368,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,200,bayesFPCA,0.5874123464590584,0.3559222269151874,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.5874123464590584,0.3559222269151874,1.6503952325490274,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,300,bayesFPCA,0.5178560185009143,0.34770815457540655,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.5178560185009143,0.34770815457540655,1.4893410225977552,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,400,bayesFPCA,0.5386237517802664,0.2621179613368413,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.5386237517802664,0.2621179613368413,2.054890664619867,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,500,bayesFPCA,0.5041541418320533,0.2619257723025037,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.5041541418320533,0.2619257723025037,1.9247977677041834,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,50,HGAM-GS,1.0006153309571943,0.5886850805432452,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.0006153309571943,0.5886850805432452,1.6997463737892173,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,100,bayesFPCA,0.8468660754589755,0.4253636736621815,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.8468660754589755,0.4253636736621815,1.990922422142578,NA
