case,quantity,metric,n_obs_per_cluster,n_clusters,comparison_method,comparison_estimate,adastrumm_estimate,numerator,denominator,numerator_estimate,denominator_estimate,value,oracle_estimate
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,200,bayesFPCA,0.6687313723479804,0.29229883572357157,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.6687313723479804,0.29229883572357157,2.287834539924076,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,300,bayesFPCA,0.6380899607534856,0.22060579236521133,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.6380899607534856,0.22060579236521133,2.8924442731636537,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,400,bayesFPCA,0.4443039411008322,0.21574284889134104,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.4443039411008322,0.21574284889134104,2.0594144528266893,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,500,bayesFPCA,0.40167147091317196,0.20297941317486212,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.40167147091317196,0.20297941317486212,1.9788778804239677,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,50,HGAM-GS,0.8696706334042282,0.6015156579576522,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.8696706334042282,0.6015156579576522,1.4457988281752339,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,100,HGAM-GS,0.7001639597855134,0.35967348779503155,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.7001639597855134,0.35967348779503155,1.9466654717250618,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,200,bayesFPCA,0.5161932942430136,0.2576437408815825,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.5161932942430136,0.2576437408815825,2.0035157558136256,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,300,bayesFPCA,0.5968243166579196,0.23177750853592433,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.5968243166579196,0.23177750853592433,2.574988058280102,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,400,bayesFPCA,0.31518032712303246,0.18490204398852658,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.31518032712303246,0.18490204398852658,1.7045800053058895,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,500,HGAM-GS,0.6059266195145223,0.1543459290628735,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.6059266195145223,0.1543459290628735,3.925770010219676,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,50,HGAM-GS,0.6045600824016516,0.5048230374765448,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.6045600824016516,0.5048230374765448,1.1975683309217853,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,100,HGAM-GS,0.5098816603230036,0.3817794900307116,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.5098816603230036,0.3817794900307116,1.335539686225646,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,200,HGAM-GS,0.42806580800679717,0.2815170560365979,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.42806580800679717,0.2815170560365979,1.5205679330176982,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,300,bayesFPCA,0.3248013389723344,0.21737603424298374,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.3248013389723344,0.21737603424298374,1.4941911149656462,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,400,bayesFPCA,0.28204131815157807,0.17377359902246806,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.28204131815157807,0.17377359902246806,1.6230389411173531,NA
2re,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,500,bayesFPCA,0.2560315433479082,0.17629623079510812,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.2560315433479082,0.17629623079510812,1.4522803022684507,NA
2re,AdaStruMM RM2W / oracle RM2W,rmw2,2,50,Oracle,NA,0.7288083510741774,AdaStruMM RM2W,oracle RM2W,0.7288083510741774,0.5580226922415894,1.306055042576384,0.5580226922415894
2re,AdaStruMM RM2W / oracle RM2W,rmw2,2,100,Oracle,NA,0.562657851161638,AdaStruMM RM2W,oracle RM2W,0.562657851161638,0.417936436203836,1.346276137759902,0.417936436203836
2re,AdaStruMM RM2W / oracle RM2W,rmw2,2,200,Oracle,NA,0.3559222269151874,AdaStruMM RM2W,oracle RM2W,0.3559222269151874,0.25131385384183885,1.4162459469472084,0.25131385384183885
2re,AdaStruMM RM2W / oracle RM2W,rmw2,2,300,Oracle,NA,0.34770815457540655,AdaStruMM RM2W,oracle RM2W,0.34770815457540655,0.22301223632021275,1.559143840323402,0.22301223632021275
2re,AdaStruMM RM2W / oracle RM2W,rmw2,2,400,Oracle,NA,0.2621179613368413,AdaStruMM RM2W,oracle RM2W,0.2621179613368413,0.18359602840981115,1.427688624896387,0.18359602840981115
2re,AdaStruMM RM2W / oracle RM2W,rmw2,2,500,Oracle,NA,0.2619257723025037,AdaStruMM RM2W,oracle RM2W,0.2619257723025037,0.16778110361335286,1.5611160414471033,0.16778110361335286
2re,AdaStruMM RM2W / oracle RM2W,rmw2,3,50,Oracle,NA,0.5886850805432452,AdaStruMM RM2W,oracle RM2W,0.5886850805432452,0.5355528364878948,1.099210088034986,0.5355528364878948
2re,AdaStruMM RM2W / oracle RM2W,rmw2,3,100,Oracle,NA,0.4253636736621815,AdaStruMM RM2W,oracle RM2W,0.4253636736621815,0.381477183806875,1.1150435510122783,0.381477183806875
2re,AdaStruMM RM2W / oracle RM2W,rmw2,3,200,Oracle,NA,0.29229883572357157,AdaStruMM RM2W,oracle RM2W,0.29229883572357157,0.26693200744837653,1.0950310474853822,0.26693200744837653
2re,AdaStruMM RM2W / oracle RM2W,rmw2,3,300,Oracle,NA,0.22060579236521133,AdaStruMM RM2W,oracle RM2W,0.22060579236521133,0.2120568727060408,1.0403142777221905,0.2120568727060408
2re,AdaStruMM RM2W / oracle RM2W,rmw2,3,400,Oracle,NA,0.21574284889134104,AdaStruMM RM2W,oracle RM2W,0.21574284889134104,0.18662557460498272,1.1560197435318755,0.18662557460498272
2re,AdaStruMM RM2W / oracle RM2W,rmw2,3,500,Oracle,NA,0.20297941317486212,AdaStruMM RM2W,oracle RM2W,0.20297941317486212,0.16884280246514868,1.202179839538968,0.16884280246514868
2re,AdaStruMM RM2W / oracle RM2W,rmw2,5,50,Oracle,NA,0.6015156579576522,AdaStruMM RM2W,oracle RM2W,0.6015156579576522,0.5957620255776572,1.0096576017486447,0.5957620255776572
2re,AdaStruMM RM2W / oracle RM2W,rmw2,5,100,Oracle,NA,0.35967348779503155,AdaStruMM RM2W,oracle RM2W,0.35967348779503155,0.35207846403913284,1.0215719634446443,0.35207846403913284
2re,AdaStruMM RM2W / oracle RM2W,rmw2,5,200,Oracle,NA,0.2576437408815825,AdaStruMM RM2W,oracle RM2W,0.2576437408815825,0.2559279131296781,1.006704340026541,0.2559279131296781
2re,AdaStruMM RM2W / oracle RM2W,rmw2,5,300,Oracle,NA,0.23177750853592433,AdaStruMM RM2W,oracle RM2W,0.23177750853592433,0.2306852274689675,1.0047349415432498,0.2306852274689675
2re,AdaStruMM RM2W / oracle RM2W,rmw2,5,400,Oracle,NA,0.18490204398852658,AdaStruMM RM2W,oracle RM2W,0.18490204398852658,0.18430593843315235,1.003234326362145,0.18430593843315235
2re,AdaStruMM RM2W / oracle RM2W,rmw2,5,500,Oracle,NA,0.1543459290628735,AdaStruMM RM2W,oracle RM2W,0.1543459290628735,0.15350804141583174,1.0054582655039683,0.15350804141583174
2re,AdaStruMM RM2W / oracle RM2W,rmw2,10,50,Oracle,NA,0.5048230374765448,AdaStruMM RM2W,oracle RM2W,0.5048230374765448,0.5038425238495527,1.0019460716009052,0.5038425238495527
2re,AdaStruMM RM2W / oracle RM2W,rmw2,10,100,Oracle,NA,0.3817794900307116,AdaStruMM RM2W,oracle RM2W,0.3817794900307116,0.38184601073120383,0.9998257918149652,0.38184601073120383
2re,AdaStruMM RM2W / oracle RM2W,rmw2,10,200,Oracle,NA,0.2815170560365979,AdaStruMM RM2W,oracle RM2W,0.2815170560365979,0.28096180987799146,1.0019762335630154,0.28096180987799146
2re,AdaStruMM RM2W / oracle RM2W,rmw2,10,300,Oracle,NA,0.21737603424298374,AdaStruMM RM2W,oracle RM2W,0.21737603424298374,0.21665501177065874,1.0033279750439756,0.21665501177065874
2re,AdaStruMM RM2W / oracle RM2W,rmw2,10,400,Oracle,NA,0.17377359902246806,AdaStruMM RM2W,oracle RM2W,0.17377359902246806,0.1736582612109695,1.000664165417149,0.1736582612109695
2re,AdaStruMM RM2W / oracle RM2W,rmw2,10,500,Oracle,NA,0.17629623079510812,AdaStruMM RM2W,oracle RM2W,0.17629623079510812,0.17595793699549944,1.0019225833479586,0.17595793699549944
