case,quantity,metric,n_obs_per_cluster,n_clusters,comparison_method,comparison_estimate,adastrumm_estimate,numerator,denominator,numerator_estimate,denominator_estimate,value,oracle_estimate
sitar,AdaStruMM CI width / oracle CI width,ci_width,10,500,Oracle,NA,1.0923072311156719,AdaStruMM CI width,oracle CI width,1.0923072311156719,0.8564279738502222,1.2754221773081664,0.8564279738502222
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,50,HGAM-GS,2.7340187321842055,2.334998822446792,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,2.7340187321842055,2.334998822446792,1.170886557158641,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,100,HGAM-GS,2.136029739153666,1.8532163509656647,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,2.136029739153666,1.8532163509656647,1.1526067844375723,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,200,HGAM-GS,1.9878226310918965,1.6301386728622256,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.9878226310918965,1.6301386728622256,1.2194193440007428,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,300,HGAM-GS,1.7576891519664004,1.47091462377219,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.7576891519664004,1.47091462377219,1.1949634081812115,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,400,HGAM-GS,1.7641767752235722,1.5018356297683242,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.7641767752235722,1.5018356297683242,1.174680331359376,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,2,500,HGAM-GS,1.6949720815915819,1.3602164042117852,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.6949720815915819,1.3602164042117852,1.2461047200601731,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,50,HGAM-GS,2.037282149900812,1.6849392341236726,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,2.037282149900812,1.6849392341236726,1.209113129210497,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,100,HGAM-GS,1.7108725302156693,1.2481615707552303,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.7108725302156693,1.2481615707552303,1.370713992724888,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,200,FACE,1.5062608886666615,1.0767753174618528,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.5062608886666615,1.0767753174618528,1.3988627564543186,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,300,FACE,1.4467462304846392,0.8894900817037582,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.4467462304846392,0.8894900817037582,1.626489446305567,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,400,FACE,1.3504965217214606,0.860645809741975,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.3504965217214606,0.860645809741975,1.569166440404032,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,3,500,FACE,1.2697093920631755,0.7657414357732603,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.2697093920631755,0.7657414357732603,1.658143771181716,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,50,HGAM-GS,1.4735372370193385,1.311567542465005,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.4735372370193385,1.311567542465005,1.1234932165597222,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,100,HGAM-GS,1.117492878313248,0.8899615158375044,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.117492878313248,0.8899615158375044,1.255664271349558,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,200,HGAM-GS,0.9499441375225569,0.674370662034692,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.9499441375225569,0.674370662034692,1.4086379953962003,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,300,HGAM-GS,0.8649468316789818,0.5432639992631678,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.8649468316789818,0.5432639992631678,1.5921298537214215,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,400,HGAM-GS,0.8285606052796408,0.47366895637952644,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.8285606052796408,0.47366895637952644,1.7492398311527895,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,5,500,HGAM-GS,0.8071764925595875,0.45167918100737153,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.8071764925595875,0.45167918100737153,1.7870571115528437,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,50,HGAM-GS,1.2807133097387047,1.2770370603967365,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,1.2807133097387047,1.2770370603967365,1.0028787334807856,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,100,HGAM-GS,0.8585011817326245,0.8488909765228562,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.8585011817326245,0.8488909765228562,1.0113208945265653,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,200,HGAM-GS,0.6531131653796415,0.6348868418737026,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.6531131653796415,0.6348868418737026,1.0287079874771836,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,300,HGAM-GS,0.5257083371539963,0.501572526446626,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.5257083371539963,0.501572526446626,1.0481202805870564,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,400,HGAM-GS,0.4573408537735743,0.4305507900230285,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.4573408537735743,0.4305507900230285,1.0622227722520563,NA
sitar,Next-best general-purpose RM2W / AdaStruMM RM2W,rmw2,10,500,HGAM-GS,0.4354727137931723,0.4054370658787021,minimum RM2W among non-AdaStruMM general-purpose methods,AdaStruMM RM2W,0.4354727137931723,0.4054370658787021,1.0740821460153724,NA
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,2,50,Oracle,NA,2.334998822446792,AdaStruMM RM2W,oracle RM2W,2.334998822446792,1.266128368169974,1.8442038589039222,1.266128368169974
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,2,100,Oracle,NA,1.8532163509656647,AdaStruMM RM2W,oracle RM2W,1.8532163509656647,0.8371362819971645,2.213757055833762,0.8371362819971645
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,2,200,Oracle,NA,1.6301386728622256,AdaStruMM RM2W,oracle RM2W,1.6301386728622256,0.6268728603728922,2.600429490427366,0.6268728603728922
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,2,300,Oracle,NA,1.47091462377219,AdaStruMM RM2W,oracle RM2W,1.47091462377219,0.4916204679387404,2.991971896409075,0.4916204679387404
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,2,400,Oracle,NA,1.5018356297683242,AdaStruMM RM2W,oracle RM2W,1.5018356297683242,0.4206373384510251,3.5703811632575344,0.4206373384510251
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,2,500,Oracle,NA,1.3602164042117852,AdaStruMM RM2W,oracle RM2W,1.3602164042117852,0.39555297918581145,3.4387717342227933,0.39555297918581145
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,3,50,Oracle,NA,1.6849392341236726,AdaStruMM RM2W,oracle RM2W,1.6849392341236726,1.266128368169974,1.3307807300448027,1.266128368169974
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,3,100,Oracle,NA,1.2481615707552303,AdaStruMM RM2W,oracle RM2W,1.2481615707552303,0.8371362819971645,1.4909896961788331,0.8371362819971645
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,3,200,Oracle,NA,1.0767753174618528,AdaStruMM RM2W,oracle RM2W,1.0767753174618528,0.6268728603728922,1.7176933083709165,0.6268728603728922
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,3,300,Oracle,NA,0.8894900817037582,AdaStruMM RM2W,oracle RM2W,0.8894900817037582,0.4916204679387404,1.8093023779770603,0.4916204679387404
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,3,400,Oracle,NA,0.860645809741975,AdaStruMM RM2W,oracle RM2W,0.860645809741975,0.4206373384510251,2.0460518624220523,0.4206373384510251
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,3,500,Oracle,NA,0.7657414357732603,AdaStruMM RM2W,oracle RM2W,0.7657414357732603,0.39555297918581145,1.9358757892543956,0.39555297918581145
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,5,50,Oracle,NA,1.311567542465005,AdaStruMM RM2W,oracle RM2W,1.311567542465005,1.266128368169974,1.0358882838718064,1.266128368169974
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,5,100,Oracle,NA,0.8899615158375044,AdaStruMM RM2W,oracle RM2W,0.8899615158375044,0.8371362819971645,1.0631023107902027,0.8371362819971645
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,5,200,Oracle,NA,0.674370662034692,AdaStruMM RM2W,oracle RM2W,0.674370662034692,0.6268728603728922,1.0757694337469736,0.6268728603728922
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,5,300,Oracle,NA,0.5432639992631678,AdaStruMM RM2W,oracle RM2W,0.5432639992631678,0.4916204679387404,1.1050475614674011,0.4916204679387404
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,5,400,Oracle,NA,0.47366895637952644,AdaStruMM RM2W,oracle RM2W,0.47366895637952644,0.4206373384510251,1.1260744424729092,0.4206373384510251
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,5,500,Oracle,NA,0.45167918100737153,AdaStruMM RM2W,oracle RM2W,0.45167918100737153,0.39555297918581145,1.1418930074476692,0.39555297918581145
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,10,50,Oracle,NA,1.2770370603967365,AdaStruMM RM2W,oracle RM2W,1.2770370603967365,1.266128368169974,1.008615786914663,1.266128368169974
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,10,100,Oracle,NA,0.8488909765228562,AdaStruMM RM2W,oracle RM2W,0.8488909765228562,0.8371362819971645,1.014041554258822,0.8371362819971645
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,10,200,Oracle,NA,0.6348868418737026,AdaStruMM RM2W,oracle RM2W,0.6348868418737026,0.6268728603728922,1.0127840619803563,0.6268728603728922
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,10,300,Oracle,NA,0.501572526446626,AdaStruMM RM2W,oracle RM2W,0.501572526446626,0.4916204679387404,1.020243377070146,0.4916204679387404
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,10,400,Oracle,NA,0.4305507900230285,AdaStruMM RM2W,oracle RM2W,0.4305507900230285,0.4206373384510251,1.0235676927980506,0.4206373384510251
sitar,AdaStruMM RM2W / oracle RM2W,rmw2,10,500,Oracle,NA,0.4054370658787021,AdaStruMM RM2W,oracle RM2W,0.4054370658787021,0.39555297918581145,1.024988022371202,0.39555297918581145
