case,subcase_id,method,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit,n_clusters,n_obs_per_cluster,subcase_label
sitar,18,Oracle-SITAR,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,28.635180000000002,16.993280833333333,82.68625,58.04465,400,3,"d=400, n_i=3"
sitar,18,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1950428333333332,0.11944499999999915,1.4448000000000016,0.14151666666666665,400,3,"d=400, n_i=3"
sitar,18,SITAR,100,100,0,0,0,0,0,42,0,0,0,58,0,0,0,0,0.42,0,0,0,0.58,2.491215666666667,2.2735475,7.804100000000002,7.572499999999991,400,3,"d=400, n_i=3"
sitar,19,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.750682833333333,0.7730483333333339,10.254666666666667,2.375016666666667,400,5,"d=400, n_i=5"
sitar,19,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5237104999999996,0.12616700000000075,0.57816666666666,0.16696666666666715,400,5,"d=400, n_i=5"
sitar,19,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.765163333333334,14.965279,23.895400000000002,21.28224999999999,400,5,"d=400, n_i=5"
sitar,19,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46953116666666544,0.17314066666666683,0.5249833333333299,0.2074333333333319,400,5,"d=400, n_i=5"
sitar,19,Oracle-SITAR,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,27.332534000000003,16.201800833333333,34.7047,21.37503333333333,400,5,"d=400, n_i=5"
sitar,19,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6957298333333333,0.4392486666666674,2.158316666666667,0.4761499999999998,400,5,"d=400, n_i=5"
sitar,19,SITAR,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0.6930768333333334,0.4526255000000002,6.619366666666671,6.334116666666675,400,5,"d=400, n_i=5"
sitar,20,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.129225833333335,0.9515753333333332,7.049750000000002,1.5274499999999989,400,10,"d=400, n_i=10"
sitar,20,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4254751666666659,0.11379300000000038,0.43596666666666883,0.11713333333332988,400,10,"d=400, n_i=10"
sitar,20,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.52353216666667,17.893121166666667,35.23178333333333,32.74775,400,10,"d=400, n_i=10"
sitar,20,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4272698333333333,0.13522483333333427,0.4642500000000079,0.16901666666666035,400,10,"d=400, n_i=10"
sitar,20,Oracle-SITAR,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,28.291682666666667,16.943771666666667,30.65745,19.290433333333336,400,10,"d=400, n_i=10"
sitar,20,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.128246833333333,4.7168746666666665,6.953666666666666,5.410216666666668,400,10,"d=400, n_i=10"
sitar,20,SITAR,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0.4125068333333334,0.19059500000000104,6.585833333333327,6.368783333333325,400,10,"d=400, n_i=10"
sitar,21,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2786003333333325,0.3279976666666669,11.3494,0.5929666666666662,500,2,"d=500, n_i=2"
sitar,21,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5916239999999998,0.158868333333333,0.7564666666666666,0.19886666666666694,500,2,"d=500, n_i=2"
sitar,21,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.627338333333334,27.01315316666667,62.46315,61.01226666666666,500,2,"d=500, n_i=2"
sitar,21,Oracle-SITAR,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,36.58623133333334,22.0501435,65.38945,47.799166666666665,500,2,"d=500, n_i=2"
sitar,21,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8426228333333334,0.0825811666666676,2.3899333333333326,0.10035000000000024,500,2,"d=500, n_i=2"
sitar,21,SITAR,100,100,0,0,0,0,0,84,0,0,0,16,0,0,0,0,0.84,0,0,0,0.16,1.0662488333333335,0.8489816666666666,4.0222000000000016,3.8095499999999975,500,2,"d=500, n_i=2"
sitar,22,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.530423666666667,0.47193249999999903,10.433216666666665,1.0513166666666696,500,3,"d=500, n_i=3"
sitar,22,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6113395000000001,0.16403433333333364,0.7782333333333333,0.20425000000000182,500,3,"d=500, n_i=3"
sitar,22,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.074793166666666,27.354904166666667,61.361100000000015,58.253249999999994,500,3,"d=500, n_i=3"
sitar,22,Local-GAM,100,100,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.8475666666666659,0.5264836666666669,1.1782666666666666,0.6708333333333333,500,3,"d=500, n_i=3"
sitar,22,Oracle-SITAR,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,38.534512,23.373851333333334,114.33711666666666,76.1773,500,3,"d=500, n_i=3"
sitar,22,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7768215000000003,0.1772738333333339,2.3248000000000006,0.20020000000000285,500,3,"d=500, n_i=3"
sitar,22,SITAR,100,100,0,0,0,0,0,32,0,0,0,68,0,0,0,0,0.32,0,0,0,0.68,3.8907178333333334,3.667669,8.479566666666665,8.257666666666667,500,3,"d=500, n_i=3"
sitar,23,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.989789833333333,1.1831300000000007,12.34826666666667,2.3244333333333356,500,5,"d=500, n_i=5"
sitar,23,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6035161666666669,0.16035533333333343,0.7801666666666667,0.20914999999999964,500,5,"d=500, n_i=5"
sitar,23,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.577836666666666,15.8978525,40.25881666666667,37.441583333333334,500,5,"d=500, n_i=5"
sitar,23,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5437664999999999,0.22818049999999934,0.6025833333333291,0.2688666666666601,500,5,"d=500, n_i=5"
sitar,23,Oracle-SITAR,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,36.94676333333334,22.499755833333335,119.21768333333333,82.50191666666667,500,5,"d=500, n_i=5"
sitar,23,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7857436666666664,0.713102666666667,3.3101833333333333,1.0003000000000004,500,5,"d=500, n_i=5"
sitar,23,SITAR,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0.5633378333333338,0.3161375000000007,1.916883333333332,1.6603166666666653,500,5,"d=500, n_i=5"
sitar,24,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.361948333333334,1.446442999999999,13.32516666666667,3.330766666666667,500,10,"d=500, n_i=10"
sitar,24,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5871641666666665,0.16476016666666632,0.649350000000004,0.21093333333333247,500,10,"d=500, n_i=10"
sitar,24,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.169685333333334,21.450187666666668,59.539300000000004,57.86495,500,10,"d=500, n_i=10"
sitar,24,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5390236666666668,0.19493766666666684,0.7376833333333334,0.24044999999999844,500,10,"d=500, n_i=10"
sitar,24,Oracle-SITAR,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,35.64804,21.553238,45.73448333333334,28.496550000000003,500,10,"d=500, n_i=10"
sitar,24,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.768934833333335,7.7115635,10.97986666666667,8.731150000000003,500,10,"d=500, n_i=10"
sitar,24,SITAR,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0.40109916666666623,0.16473499999999922,1.3066333333333355,1.0501000000000051,500,10,"d=500, n_i=10"
