case,subcase_id,method,metric,estimate,lower,upper,n_available,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit,n_clusters,n_obs_per_cluster,subcase_label,prop_metric_missing,show_metric,method_label
3re,1,HGAM-GS,time,0.021241666666667016,0.01400329049432133,0.028480042839012704,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653913333333334,0.021241666666667016,0.20441666666667213,0.15966666666666546,50,2,"d=50, n_i=2",0,TRUE,HGAM-GS
3re,1,PACE,RMISE,6.452555711202029,4.8401798711170905,7.735865124700973,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10735666666666685,0.004804166666666123,0.17415000000000874,0.01756666666666664,50,2,"d=50, n_i=2",0,TRUE,PACE
3re,1,PACE,ci_width,5.2017669411988106,4.847058512101293,5.5564753702963285,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10735666666666685,0.004804166666666123,0.17415000000000874,0.01756666666666664,50,2,"d=50, n_i=2",0,TRUE,PACE
3re,1,PACE,coverage,0.820618,0.7852050591584048,0.8560309408415951,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10735666666666685,0.004804166666666123,0.17415000000000874,0.01756666666666664,50,2,"d=50, n_i=2",0,TRUE,PACE
3re,1,PACE,rmw2,1.5844727421376021,1.4964439062160355,1.667861917756682,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10735666666666685,0.004804166666666123,0.17415000000000874,0.01756666666666664,50,2,"d=50, n_i=2",0,TRUE,PACE
3re,1,PACE,time,0.004804166666666123,0.004511963943704928,0.005096369389627317,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10735666666666685,0.004804166666666123,0.17415000000000874,0.01756666666666664,50,2,"d=50, n_i=2",0,TRUE,PACE
3re,1,bayesFPCA,RMISE,4.922827699470366,4.6161304859365995,5.211506927382149,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42299833333333425,0.3817226666666659,3.1708000000000234,3.130483333333359,50,2,"d=50, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,1,bayesFPCA,ci_width,3.9272779391741275,3.7100334768584458,4.14452240148981,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42299833333333425,0.3817226666666659,3.1708000000000234,3.130483333333359,50,2,"d=50, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,1,bayesFPCA,coverage,0.763062,0.7469660536154064,0.7791579463845937,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42299833333333425,0.3817226666666659,3.1708000000000234,3.130483333333359,50,2,"d=50, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,1,bayesFPCA,rmw2,1.4601923378832853,1.3506912836388971,1.5620359738264726,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42299833333333425,0.3817226666666659,3.1708000000000234,3.130483333333359,50,2,"d=50, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,1,bayesFPCA,time,0.3817226666666659,0.28136298035397594,0.4820823529793558,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42299833333333425,0.3817226666666659,3.1708000000000234,3.130483333333359,50,2,"d=50, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,5,AdaStruMM,RMISE,3.5263046482961786,3.44309135560418,3.6075990439839964,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9344201666666665,0.02734300000000068,0.9892666666666627,0.05528333333334861,100,2,"d=100, n_i=2",0,TRUE,AdaStruMM
3re,5,AdaStruMM,ci_width,3.846813275427618,3.599929246771983,4.093697304083253,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9344201666666665,0.02734300000000068,0.9892666666666627,0.05528333333334861,100,2,"d=100, n_i=2",0,TRUE,AdaStruMM
3re,5,AdaStruMM,coverage,0.934368,0.9249410900527407,0.9437949099472592,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9344201666666665,0.02734300000000068,0.9892666666666627,0.05528333333334861,100,2,"d=100, n_i=2",0,TRUE,AdaStruMM
3re,5,AdaStruMM,rmw2,0.7160835944243151,0.6802617843604528,0.7501968629273432,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9344201666666665,0.02734300000000068,0.9892666666666627,0.05528333333334861,100,2,"d=100, n_i=2",0,TRUE,AdaStruMM
3re,5,AdaStruMM,time,0.02734300000000068,0.025896992250913957,0.0287890077490874,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9344201666666665,0.02734300000000068,0.9892666666666627,0.05528333333334861,100,2,"d=100, n_i=2",0,TRUE,AdaStruMM
3re,5,FACE,RMISE,5.760036467798189,5.29398976588864,6.191099464505187,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1121836666666671,0.03458216666666764,0.12488333333333988,0.042966666666658666,100,2,"d=100, n_i=2",0,TRUE,FACE
3re,5,FACE,ci_width,4.799024858149778,4.4836266003171525,5.114423115982404,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1121836666666671,0.03458216666666764,0.12488333333333988,0.042966666666658666,100,2,"d=100, n_i=2",0,TRUE,FACE
3re,5,FACE,coverage,0.812464,0.7771423250773324,0.8477856749226675,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1121836666666671,0.03458216666666764,0.12488333333333988,0.042966666666658666,100,2,"d=100, n_i=2",0,TRUE,FACE
3re,5,FACE,rmw2,1.3541976880964934,1.2885971924211075,1.4167639297272552,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1121836666666671,0.03458216666666764,0.12488333333333988,0.042966666666658666,100,2,"d=100, n_i=2",0,TRUE,FACE
3re,5,FACE,time,0.03458216666666764,0.034086532572913886,0.0350778007604214,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1121836666666671,0.03458216666666764,0.12488333333333988,0.042966666666658666,100,2,"d=100, n_i=2",0,TRUE,FACE
3re,5,HGAM-GS,RMISE,6.287128280776055,6.162074993785155,6.409742257597869,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15831866666666664,0.0986843333333334,1.14841666666667,1.09071666666667,100,2,"d=100, n_i=2",0,TRUE,HGAM-GS
3re,5,HGAM-GS,ci_width,4.231532297849052,4.086385505007707,4.376679090690397,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15831866666666664,0.0986843333333334,1.14841666666667,1.09071666666667,100,2,"d=100, n_i=2",0,TRUE,HGAM-GS
3re,5,HGAM-GS,coverage,0.7619630000000001,0.7417418793289449,0.7821841206710552,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15831866666666664,0.0986843333333334,1.14841666666667,1.09071666666667,100,2,"d=100, n_i=2",0,TRUE,HGAM-GS
3re,5,HGAM-GS,rmw2,1.4046265646048197,1.3740439087021632,1.4345573913042158,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15831866666666664,0.0986843333333334,1.14841666666667,1.09071666666667,100,2,"d=100, n_i=2",0,TRUE,HGAM-GS
3re,5,HGAM-GS,time,0.0986843333333334,0.07860959417756867,0.11875907248909813,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15831866666666664,0.0986843333333334,1.14841666666667,1.09071666666667,100,2,"d=100, n_i=2",0,TRUE,HGAM-GS
3re,5,PACE,RMISE,5.407447754145562,4.810262604503311,5.9449437426560054,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16120216666666662,0.008159666666666452,0.23636666666666314,0.01029999999999139,100,2,"d=100, n_i=2",0,TRUE,PACE
3re,5,PACE,ci_width,5.416423671393726,5.043610163622106,5.7892371791653465,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16120216666666662,0.008159666666666452,0.23636666666666314,0.01029999999999139,100,2,"d=100, n_i=2",0,TRUE,PACE
3re,5,PACE,coverage,0.862934,0.8393290998523448,0.8865389001476551,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16120216666666662,0.008159666666666452,0.23636666666666314,0.01029999999999139,100,2,"d=100, n_i=2",0,TRUE,PACE
3re,5,PACE,rmw2,1.3785369048180416,1.2385964663495863,1.505525419724599,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16120216666666662,0.008159666666666452,0.23636666666666314,0.01029999999999139,100,2,"d=100, n_i=2",0,TRUE,PACE
3re,5,PACE,time,0.008159666666666452,0.008025334263255213,0.008293999070077692,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16120216666666662,0.008159666666666452,0.23636666666666314,0.01029999999999139,100,2,"d=100, n_i=2",0,TRUE,PACE
3re,5,bayesFPCA,RMISE,4.7222255201770915,4.33992544426614,5.075812729507951,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065093833333333,1.0102953333333335,6.28765,6.170783333333338,100,2,"d=100, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,5,bayesFPCA,ci_width,3.80374733557029,3.584010840468571,4.023483830672009,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065093833333333,1.0102953333333335,6.28765,6.170783333333338,100,2,"d=100, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,5,bayesFPCA,coverage,0.778636,0.7632821280460399,0.7939898719539601,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065093833333333,1.0102953333333335,6.28765,6.170783333333338,100,2,"d=100, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,5,bayesFPCA,rmw2,1.3294780014011949,1.18648322520164,1.458520163979417,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065093833333333,1.0102953333333335,6.28765,6.170783333333338,100,2,"d=100, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,5,bayesFPCA,time,1.0102953333333335,0.7871221602718287,1.2334685063948383,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065093833333333,1.0102953333333335,6.28765,6.170783333333338,100,2,"d=100, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,9,AdaStruMM,RMISE,3.2510840135012633,3.1963626951494706,3.304899400396898,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8368485000000006,0.05181683333333318,3.756833333333331,0.10645000000000285,200,2,"d=200, n_i=2",0,TRUE,AdaStruMM
3re,9,AdaStruMM,ci_width,3.5403314480839816,3.3667531863387983,3.713909709829165,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8368485000000006,0.05181683333333318,3.756833333333331,0.10645000000000285,200,2,"d=200, n_i=2",0,TRUE,AdaStruMM
3re,9,AdaStruMM,coverage,0.9473595,0.9418700929502556,0.9528489070497445,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8368485000000006,0.05181683333333318,3.756833333333331,0.10645000000000285,200,2,"d=200, n_i=2",0,TRUE,AdaStruMM
3re,9,AdaStruMM,rmw2,0.5116855074147364,0.4796486993263656,0.5418313780421713,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8368485000000006,0.05181683333333318,3.756833333333331,0.10645000000000285,200,2,"d=200, n_i=2",0,TRUE,AdaStruMM
3re,9,AdaStruMM,time,0.05181683333333318,0.04828339985433119,0.055350266812335173,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8368485000000006,0.05181683333333318,3.756833333333331,0.10645000000000285,200,2,"d=200, n_i=2",0,TRUE,AdaStruMM
3re,9,FACE,RMISE,8.016617196540581,4.8212749269624995,10.260975130580087,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21428850000000035,0.0739224999999985,0.3004166666666667,0.10935,200,2,"d=200, n_i=2",0,TRUE,FACE
3re,9,FACE,ci_width,4.55918187266338,4.264468776595746,4.853894968731015,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21428850000000035,0.0739224999999985,0.3004166666666667,0.10935,200,2,"d=200, n_i=2",0,TRUE,FACE
3re,9,FACE,coverage,0.806338,0.7650266634708593,0.8476493365291407,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21428850000000035,0.0739224999999985,0.3004166666666667,0.10935,200,2,"d=200, n_i=2",0,TRUE,FACE
3re,9,FACE,rmw2,1.1687843283454769,1.1177600853754177,1.2176723713353745,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21428850000000035,0.0739224999999985,0.3004166666666667,0.10935,200,2,"d=200, n_i=2",0,TRUE,FACE
3re,9,FACE,time,0.0739224999999985,0.07177315906422324,0.07607184093577377,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21428850000000035,0.0739224999999985,0.3004166666666667,0.10935,200,2,"d=200, n_i=2",0,TRUE,FACE
3re,9,HGAM-GS,RMISE,6.2943398361083736,6.201611624156969,6.3857216669662895,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3778844999999977,1.1875284999999993,2.5790333333333364,2.360466666666669,200,2,"d=200, n_i=2",0,TRUE,HGAM-GS
3re,9,HGAM-GS,ci_width,4.1648030147141775,4.057364413572331,4.272241615856024,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3778844999999977,1.1875284999999993,2.5790333333333364,2.360466666666669,200,2,"d=200, n_i=2",0,TRUE,HGAM-GS
3re,9,HGAM-GS,coverage,0.7647835,0.7525722386246637,0.7769947613753362,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3778844999999977,1.1875284999999993,2.5790333333333364,2.360466666666669,200,2,"d=200, n_i=2",0,TRUE,HGAM-GS
3re,9,HGAM-GS,rmw2,1.348315419796509,1.3252538515911976,1.370989121534073,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3778844999999977,1.1875284999999993,2.5790333333333364,2.360466666666669,200,2,"d=200, n_i=2",0,TRUE,HGAM-GS
3re,9,HGAM-GS,time,1.1875284999999993,1.124383706800676,1.2506732931993227,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3778844999999977,1.1875284999999993,2.5790333333333364,2.360466666666669,200,2,"d=200, n_i=2",0,TRUE,HGAM-GS
3re,9,PACE,RMISE,4.7258654718340365,4.651538872524691,4.799041053495792,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38767316666666674,0.030859333333333457,0.5743666666666665,0.048166666666668335,200,2,"d=200, n_i=2",0,TRUE,PACE
3re,9,PACE,ci_width,5.1788947546898845,4.939464350590593,5.418325158789176,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38767316666666674,0.030859333333333457,0.5743666666666665,0.048166666666668335,200,2,"d=200, n_i=2",0,TRUE,PACE
3re,9,PACE,coverage,0.87625,0.8628307061120608,0.8896692938879391,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38767316666666674,0.030859333333333457,0.5743666666666665,0.048166666666668335,200,2,"d=200, n_i=2",0,TRUE,PACE
3re,9,PACE,rmw2,1.2081592807295556,1.1671458153026668,1.2478254449430768,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38767316666666674,0.030859333333333457,0.5743666666666665,0.048166666666668335,200,2,"d=200, n_i=2",0,TRUE,PACE
3re,9,PACE,time,0.030859333333333457,0.029224205011249293,0.03249446165541762,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38767316666666674,0.030859333333333457,0.5743666666666665,0.048166666666668335,200,2,"d=200, n_i=2",0,TRUE,PACE
3re,9,bayesFPCA,RMISE,4.536126300866543,4.105854910415403,4.928979518058894,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5153633333333336,2.4396433333333336,12.787466666666676,12.621766666666675,200,2,"d=200, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,9,bayesFPCA,ci_width,3.670155636203145,3.437193000827566,3.903118271578724,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5153633333333336,2.4396433333333336,12.787466666666676,12.621766666666675,200,2,"d=200, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,9,bayesFPCA,coverage,0.801762,0.7881979184840717,0.8153260815159282,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5153633333333336,2.4396433333333336,12.787466666666676,12.621766666666675,200,2,"d=200, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,9,bayesFPCA,rmw2,1.204928230054801,1.0339457086543995,1.3544963457762234,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5153633333333336,2.4396433333333336,12.787466666666676,12.621766666666675,200,2,"d=200, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,9,bayesFPCA,time,2.4396433333333336,1.9633033190709914,2.9159833475956756,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5153633333333336,2.4396433333333336,12.787466666666676,12.621766666666675,200,2,"d=200, n_i=2",0,TRUE,bayesFPCA (oracle K)
3re,13,AdaStruMM,RMISE,3.0797948402359197,3.0399683902865853,3.1191128068644733,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4111968333333325,0.07344049999999964,2.5238666666666782,0.12566666666666607,300,2,"d=300, n_i=2",0,TRUE,AdaStruMM
3re,13,AdaStruMM,ci_width,3.3489065830865985,3.224870029322788,3.472943136850409,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4111968333333325,0.07344049999999964,2.5238666666666782,0.12566666666666607,300,2,"d=300, n_i=2",0,TRUE,AdaStruMM
3re,13,AdaStruMM,coverage,0.9534576666666666,0.949308063783033,0.9576072695503003,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4111968333333325,0.07344049999999964,2.5238666666666782,0.12566666666666607,300,2,"d=300, n_i=2",0,TRUE,AdaStruMM
3re,13,AdaStruMM,rmw2,0.39214532279976516,0.3674426044968797,0.41538156048146097,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4111968333333325,0.07344049999999964,2.5238666666666782,0.12566666666666607,300,2,"d=300, n_i=2",0,TRUE,AdaStruMM
3re,13,AdaStruMM,time,0.07344049999999964,0.06886030371032172,0.07802069628967757,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4111968333333325,0.07344049999999964,2.5238666666666782,0.12566666666666607,300,2,"d=300, n_i=2",0,TRUE,AdaStruMM
3re,13,FACE,RMISE,4.848331370788594,4.561099005429696,5.1194736081567855,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30018249999999974,0.10922199999999999,0.33174999999999577,0.1241833333333337,300,2,"d=300, n_i=2",0,TRUE,FACE
3re,13,FACE,ci_width,4.831103945194375,4.668946623136455,4.9932612672522945,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30018249999999974,0.10922199999999999,0.33174999999999577,0.1241833333333337,300,2,"d=300, n_i=2",0,TRUE,FACE
3re,13,FACE,coverage,0.8876786666666666,0.8732847646194899,0.9020725687138433,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30018249999999974,0.10922199999999999,0.33174999999999577,0.1241833333333337,300,2,"d=300, n_i=2",0,TRUE,FACE
3re,13,FACE,rmw2,1.0582042792928954,1.014923907383684,1.0997827311103896,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30018249999999974,0.10922199999999999,0.33174999999999577,0.1241833333333337,300,2,"d=300, n_i=2",0,TRUE,FACE
3re,13,FACE,time,0.10922199999999999,0.10764791468523102,0.11079608531476895,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30018249999999974,0.10922199999999999,0.33174999999999577,0.1241833333333337,300,2,"d=300, n_i=2",0,TRUE,FACE
3re,13,HGAM-GS,RMISE,6.212410956294703,6.101404119178079,6.321468781403394,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5196965000000002,3.103260833333333,9.303816666666686,8.708849999999984,300,2,"d=300, n_i=2",0,TRUE,HGAM-GS
3re,13,HGAM-GS,ci_width,4.323226708255848,4.237462653498366,4.408990763013329,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5196965000000002,3.103260833333333,9.303816666666686,8.708849999999984,300,2,"d=300, n_i=2",0,TRUE,HGAM-GS
3re,13,HGAM-GS,coverage,0.7836813333333333,0.7729979657882072,0.7943647008784595,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5196965000000002,3.103260833333333,9.303816666666686,8.708849999999984,300,2,"d=300, n_i=2",0,TRUE,HGAM-GS
3re,13,HGAM-GS,rmw2,1.3134912577555333,1.2892724857129851,1.337271485519633,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5196965000000002,3.103260833333333,9.303816666666686,8.708849999999984,300,2,"d=300, n_i=2",0,TRUE,HGAM-GS
3re,13,HGAM-GS,time,3.103260833333333,2.8385067811426894,3.368014885523977,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5196965000000002,3.103260833333333,9.303816666666686,8.708849999999984,300,2,"d=300, n_i=2",0,TRUE,HGAM-GS
