case,subcase_id,method,metric,estimate,lower,upper,n_available,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit,n_clusters,n_obs_per_cluster,subcase_label,prop_metric_missing,show_metric,method_label,reference_type,reference_label
3re,13,Population-oracle,rmw2,0.2332979294562591,0.21237651824074633,0.25249170734321796,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,2,"d=300, n_i=2",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,17,Population-oracle,rmw2,0.19250975178693389,0.17415430705679702,0.2092612873889976,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,2,"d=400, n_i=2",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,21,Population-oracle,rmw2,0.17612568088123187,0.16284264920208077,0.18847488568136367,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,2,"d=500, n_i=2",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,2,Population-oracle,rmw2,0.5601833423523669,0.50216585196246,0.6127317612307647,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,"d=50, n_i=3",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,6,Population-oracle,rmw2,0.3999507169217129,0.36495690326780567,0.4321199031398088,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,3,"d=100, n_i=3",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,10,Population-oracle,rmw2,0.28014306154772073,0.25661551945755434,0.3018422519134617,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,3,"d=200, n_i=3",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,14,Population-oracle,rmw2,0.22268334223535652,0.20731767609631832,0.23705510540007332,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,3,"d=300, n_i=3",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,18,Population-oracle,rmw2,0.1951541649894291,0.17958510531143732,0.2095697644597679,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,3,"d=400, n_i=3",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,22,Population-oracle,rmw2,0.17679303102805652,0.158737825751595,0.19316794329243914,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,3,"d=500, n_i=3",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,3,Population-oracle,rmw2,0.6149043603064918,0.5410554885813903,0.6807890296735287,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,5,"d=50, n_i=5",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,7,Population-oracle,rmw2,0.36938605801644564,0.3330674511018245,0.40244029710056567,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5,"d=100, n_i=5",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,11,Population-oracle,rmw2,0.26860698500547847,0.24609820700170923,0.28937017347682975,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,5,"d=200, n_i=5",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,15,Population-oracle,rmw2,0.2402089840817489,0.21600743281173745,0.2621860046555775,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,5,"d=300, n_i=5",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,19,Population-oracle,rmw2,0.19321453770776084,0.17388012854142632,0.2107828647249689,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,5,"d=400, n_i=5",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,23,Population-oracle,rmw2,0.16360937236505,0.14924302000480752,0.1768122575819216,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,5,"d=500, n_i=5",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,4,Population-oracle,rmw2,0.5284846296165029,0.4760463388812608,0.5761700189349774,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,"d=50, n_i=10",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,8,Population-oracle,rmw2,0.3977025590489699,0.3614596665528399,0.4309078328409784,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,"d=100, n_i=10",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,12,Population-oracle,rmw2,0.2926171185830177,0.25853718990856023,0.3231223879737224,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,10,"d=200, n_i=10",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,16,Population-oracle,rmw2,0.2262795436041374,0.20127740863456137,0.24878156780748298,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,10,"d=300, n_i=10",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,20,Population-oracle,rmw2,0.18509385440710566,0.16840813422975018,0.2003950353771572,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,10,"d=400, n_i=10",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,24,Population-oracle,rmw2,0.1827114663960142,0.1639972616836099,0.1996793881837613,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,"d=500, n_i=10",0,TRUE,Population oracle bound,population_oracle,Population oracle bound
3re,1,Oracle-GP,time,1.3166666666696378e-5,1.1751137122289777e-5,1.4582196211102979e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024355000000000057,1.3166666666696378e-5,0.028049999999999877,3.3333333336334664e-5,50,2,"d=50, n_i=2",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,5,Oracle-GP,time,1.416666666667273e-5,1.2994378622612685e-5,1.5338954710732777e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025423333333333253,1.416666666667273e-5,0.02881666666666547,1.6666666668167332e-5,100,2,"d=100, n_i=2",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,9,Oracle-GP,time,1.3166666667075333e-5,1.1829447982107398e-5,1.4503885352043269e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04078483333333376,1.3166666667075333e-5,0.05493333333332278,1.6666666670062114e-5,200,2,"d=200, n_i=2",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,13,Oracle-GP,time,1.333333333286646e-5,1.202010805223986e-5,1.4646558613493061e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051770166666666534,1.333333333286646e-5,0.06398333333333237,1.6666666670062114e-5,300,2,"d=300, n_i=2",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,17,Oracle-GP,time,1.2499999999666519e-5,1.1078391932261436e-5,1.3921608067071602e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06098933333333344,1.2499999999666519e-5,0.07925000000000182,1.6666666670062114e-5,400,2,"d=400, n_i=2",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,21,Oracle-GP,time,1.316666666663006e-5,1.1829447981707348e-5,1.4503885351552772e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06700916666666666,1.316666666663006e-5,0.08116666666666675,1.6666666668167332e-5,500,2,"d=500, n_i=2",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,2,Oracle-GP,time,1.5166666666649084e-5,1.411865447388361e-5,1.621467885941456e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024868000000000164,1.5166666666649084e-5,0.02858333333333197,3.3333333332545106e-5,50,3,"d=50, n_i=3",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,6,Oracle-GP,time,1.4499999999941338e-5,1.3302244231619679e-5,1.5697755768262997e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027003499999999937,1.4499999999941338e-5,0.035266666666666426,3.3333333332545106e-5,100,3,"d=100, n_i=3",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,10,Oracle-GP,time,1.3666666666708238e-5,1.2405354973121774e-5,1.4927978360294702e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04048400000000001,1.3666666666708238e-5,0.04381666666666698,1.6666666667219943e-5,200,3,"d=200, n_i=3",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,14,Oracle-GP,time,1.3166666666696378e-5,1.182944798176693e-5,1.4503885351625825e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05136583333333344,1.3166666666696378e-5,0.058283333333330724,1.6666666670062114e-5,300,3,"d=300, n_i=3",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,18,Oracle-GP,time,1.1833333333394573e-5,1.0343603837550197e-5,1.3323062829238949e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05906733333333318,1.1833333333394573e-5,0.07993333333333794,1.6666666670062114e-5,400,3,"d=400, n_i=3",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,22,Oracle-GP,time,1.250000000008337e-5,1.1004493538325178e-5,1.3995506461841563e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06613300000000026,1.250000000008337e-5,0.07328333333333603,3.3333333332545106e-5,500,3,"d=500, n_i=3",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,3,Oracle-GP,time,1.5166666666724875e-5,1.4227113860077257e-5,1.610621947337249e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023959500000000047,1.5166666666724875e-5,0.028033333333333608,1.6666666670062114e-5,50,5,"d=50, n_i=5",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,7,Oracle-GP,time,1.3333333333396998e-5,1.1865102834704072e-5,1.4801563832089924e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027371499999999892,1.3333333333396998e-5,0.03394999999999679,3.3333333336334664e-5,100,5,"d=100, n_i=5",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,11,Oracle-GP,time,1.4000000000275274e-5,1.2709960847528554e-5,1.5290039153021992e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041299166666666526,1.4000000000275274e-5,0.06861666666666982,3.333333334012423e-5,200,5,"d=200, n_i=5",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,15,Oracle-GP,time,1.3666666667480361e-5,1.2405354973822638e-5,1.4927978361138084e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050690500000000305,1.3666666667480361e-5,0.06700000000000728,1.6666666670062114e-5,300,5,"d=300, n_i=5",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,19,Oracle-GP,time,1.2333333333250115e-5,1.0893269387821436e-5,1.3773397278678794e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06066550000000033,1.2333333333250115e-5,0.07074999999999818,1.6666666670062114e-5,400,5,"d=400, n_i=5",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,23,Oracle-GP,time,1.616666666666126e-5,1.1049825450347913e-5,2.1283507882974608e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06728500000000005,1.616666666666126e-5,0.07980000000000018,2.666666666666669e-4,500,5,"d=500, n_i=5",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,4,Oracle-GP,time,1.3333333333510685e-5,1.2020108052820633e-5,1.4646558614200737e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02290599999999976,1.3333333333510685e-5,0.02541666666666439,1.6666666670062114e-5,50,10,"d=50, n_i=10",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,8,Oracle-GP,time,1.2166666666625286e-5,1.070911970831744e-5,1.362421362493313e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026216000000000045,1.2166666666625286e-5,0.029833333333332726,1.6666666670062114e-5,100,10,"d=100, n_i=10",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,12,Oracle-GP,time,1.5333333333502026e-5,9.82639236635046e-6,2.0840274300653592e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04054516666666666,1.5333333333502026e-5,0.055,2.8333333333335395e-4,200,10,"d=200, n_i=10",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,16,Oracle-GP,time,1.2333333333610123e-5,1.0893269388139409e-5,1.3773397279080837e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05001533333333358,1.2333333333610123e-5,0.06283333333333303,1.6666666670062114e-5,300,10,"d=300, n_i=10",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,20,Oracle-GP,time,1.266666666629135e-5,1.12645257579042e-5,1.40688075746785e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061357999999999566,1.266666666629135e-5,0.09408333333333303,1.6666666670062114e-5,400,10,"d=400, n_i=10",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
3re,24,Oracle-GP,time,1.2333333333420645e-5,1.0893269387972055e-5,1.3773397278869234e-5,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06637416666666543,1.2333333333420645e-5,0.07438333333334413,1.6666666670062114e-5,500,10,"d=500, n_i=10",0,TRUE,Individual oracle bound,individual_oracle,Individual oracle bound
