case,subcase_id,n_clusters,n_obs_per_cluster,method,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit
sitar,15,300,5,Oracle-SITAR,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,22.09153666666667,13.661153333333333,22.353516666666668,13.834183333333334
sitar,15,300,5,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256,0.29860000000000003,1.3321666666666667,0.3082666666666667
sitar,15,300,5,SITAR,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0.63858,0.3086133333333333,1.2525833333333334,0.9128833333333333
sitar,16,300,10,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.399936666666667,0.83184,6.5758,1.1008333333333333
sitar,16,300,10,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5292566666666667,0.10599666666666668,0.5943333333333334,0.12225000000000001
sitar,16,300,10,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.675023333333334,6.036793333333334,7.3897,6.74725
sitar,16,300,10,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3877966666666667,0.08644999999999999,0.4210166666666667,0.09439999999999997
sitar,16,300,10,Oracle-SITAR,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,21.959126666666666,13.37109,22.093216666666663,13.477016666666666
sitar,16,300,10,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.018973333333333,3.0083800000000003,4.357983333333333,3.2772833333333335
sitar,16,300,10,SITAR,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0.47143666666666667,0.08727333333333334,0.5857,0.18586666666666662
sitar,17,400,2,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27903,0.18444333333333332,4.6745833333333335,0.25655
sitar,17,400,2,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6641333333333334,0.14262333333333338,0.6832499999999999,0.14573333333333338
sitar,17,400,2,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.245123333333336,15.207816666666668,18.446749999999998,17.344933333333337
sitar,17,400,2,Oracle-SITAR,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,26.692356666666665,16.200216666666666,28.14783333333333,17.58063333333333
sitar,17,400,2,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33166,0.05949666666666668,1.5336333333333334,0.06163333333333334
sitar,17,400,2,SITAR,5,5,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0.6,0,0,0,0.4,1.0410433333333333,0.6787266666666667,1.7739166666666668,1.0551333333333335
sitar,18,400,3,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9253766666666667,0.30262333333333336,4.06115,0.40518333333333334
sitar,18,400,3,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56133,0.12133333333333335,0.6345833333333334,0.1421166666666667
sitar,18,400,3,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.326083333333333,8.465150000000001,12.032550000000002,11.128766666666667
sitar,18,400,3,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8740666666666667,0.43799333333333335,0.9051833333333333,0.45756666666666673
sitar,18,400,3,Oracle-SITAR,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,28.304873333333337,17.58117,28.997850000000003,18.260716666666667
sitar,18,400,3,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4272066666666667,0.15450000000000003,1.6729333333333332,0.1611666666666667
sitar,18,400,3,SITAR,5,5,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0.2,0,0,0,0.8,2.4101233333333334,2.0870633333333335,5.654316666666667,5.343383333333334
sitar,19,400,5,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.337766666666667,0.7196366666666667,5.733266666666667,0.7807166666666667
sitar,19,400,5,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6037833333333333,0.13756000000000002,0.69815,0.1653833333333333
sitar,19,400,5,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1283,6.19123,8.465983333333334,7.568833333333333
sitar,19,400,5,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7598566666666667,0.27159666666666665,0.8304166666666667,0.33380000000000004
sitar,19,400,5,Oracle-SITAR,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,27.387420000000002,16.50747,27.545383333333337,16.623683333333336
sitar,19,400,5,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16629,0.5161966666666666,2.3657833333333333,0.5390833333333334
sitar,19,400,5,SITAR,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0.7838833333333333,0.24725333333333332,1.0454166666666667,0.35275
