case,subcase_id,n_clusters,n_obs_per_cluster,method,n_trials,n_read,n_complete,n_oom,n_timeout,n_resource_fail,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,n_nonresource_incomplete,n_successful_fits,prop_complete,prop_resource_fail,mean_fit_time,median_fit_time,sd_fit_time,max_fit_time,max_to_median_fit_time,mean_total_time_observed,max_total_time_observed,mean_total_time_complete,max_total_time_complete
sitar,17,400,2,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,15.088536666666666,15.119066666666667,0.08439182704635702,15.17905,1.0039673965765084,25.850546666666666,26.05435,25.850546666666666,26.05435
sitar,18,400,3,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,14.888963333333335,14.953583333333334,0.14099438838321077,15.006983333333334,1.003571050417124,25.56932,25.8357,25.56932,25.8357
sitar,20,400,10,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,15.73243,15.729783333333334,0.046652179894287465,15.804966666666669,1.004779680160884,26.260060000000003,26.371050000000004,26.260060000000003,26.371050000000004
sitar,22,500,3,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.44397000000000003,0.4447833333333333,0.003349158269044763,0.44869999999999993,1.0088057855884887,0.7694333333333333,0.8060666666666666,0.7694333333333333,0.8060666666666666
