case,subcase_id,method,seed,n_successful_trials,median_time,max_time,allowed_time,process_id,run_order,run_id,original_process_id,original_run_order
2re,16,bayesFPCA,85,5,0.8544666666666667,3.4804833333333334,4.350604166666667,210,1,2re__subcase-016__bayesFPCA__seed-85,294,47
2re,16,bayesFPCA,87,5,0.8544666666666667,3.4804833333333334,4.350604166666667,211,1,2re__subcase-016__bayesFPCA__seed-87,294,48
2re,16,bayesFPCA,92,5,0.8544666666666667,3.4804833333333334,4.350604166666667,212,1,2re__subcase-016__bayesFPCA__seed-92,294,49
2re,16,bayesFPCA,96,5,0.8544666666666667,3.4804833333333334,4.350604166666667,213,1,2re__subcase-016__bayesFPCA__seed-96,294,50
2re,16,bayesFPCA,98,5,0.8544666666666667,3.4804833333333334,4.350604166666667,214,1,2re__subcase-016__bayesFPCA__seed-98,294,51
2re,16,bayesFPCA,99,5,0.8544666666666667,3.4804833333333334,4.350604166666667,215,1,2re__subcase-016__bayesFPCA__seed-99,294,52
2re,16,bayesFPCA,100,5,0.8544666666666667,3.4804833333333334,4.350604166666667,216,1,2re__subcase-016__bayesFPCA__seed-100,294,53
2re,17,bayesFPCA,61,5,0.9417500000000001,2.930933333333334,3.6636666666666673,217,1,2re__subcase-017__bayesFPCA__seed-61,294,54
2re,17,bayesFPCA,86,5,0.9417500000000001,2.930933333333334,3.6636666666666673,218,1,2re__subcase-017__bayesFPCA__seed-86,294,55
2re,1,bayesFPCA,11,5,0.1244,0.7945666666666666,0.9932083333333332,219,1,2re__subcase-001__bayesFPCA__seed-11,294,56
2re,1,bayesFPCA,22,5,0.1244,0.7945666666666666,0.9932083333333332,220,1,2re__subcase-001__bayesFPCA__seed-22,294,57
