case,subcase_id,n_clusters,n_obs_per_cluster,method,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit
2re,4,50,10,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6620525000000006,2.629802666666667,12.587683333333333,12.555216666666665
2re,5,100,2,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815514166666668,0.013439166666665843,0.8909500000000056,0.023550000000007763
2re,5,100,2,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10632166666666733,0.03406633333333366,0.11408333333333757,0.04243333333332278
2re,5,100,2,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13788300000000073,0.09404683333333283,0.9017500000000079,0.8608666666666674
2re,5,100,2,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027609833333332518,1.4000000000426857e-5,0.0335999999999937,1.6666666670062114e-5
2re,5,100,2,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1806791666666667,0.009584333333333606,0.33481666666666665,0.014500000000000075
2re,5,100,2,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9366603333333335,0.9039511666666665,3.6812166666666655,3.6454500000000016
2re,6,100,3,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8175386666666665,0.01687683333333348,1.143683333333335,0.03833333333333636
2re,6,100,3,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12251916666666542,0.039240833333333135,0.1834333333333234,0.06566666666666
2re,6,100,3,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18796966666666698,0.12387733333333352,0.36153333333333343,0.2703333333333338
2re,6,100,3,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1523584999999999,0.11004950000000002,0.17433333333333298,0.13076666666666673
2re,6,100,3,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028140500000000127,1.3333333333321207e-5,0.03185000000000097,1.6666666670062114e-5
2re,6,100,3,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1730391666666664,0.02406649999999849,0.4646833333333537,0.06418333333331247
2re,6,100,3,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2852081666666657,2.2494499999999995,12.15986666666666,12.101500000000003
2re,7,100,5,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818944833333334,0.025278166666666473,0.9097333333333457,0.08360000000000127
2re,7,100,5,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16014033333333283,0.05261933333333369,0.18518333333333128,0.07511666666666011
2re,7,100,5,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12523599999999943,0.08245633333333369,0.15844999999999346,0.11578333333332011
2re,7,100,5,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07820200000000023,0.03438516666666681,0.09488333333333306,0.0448000000000017
2re,7,100,5,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024650499999999544,1.4499999999346111e-5,0.0406,2.500000000000095e-4
2re,7,100,5,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1785531666666681,0.06289549999999933,0.4118333333333491,0.10143333333332218
2re,7,100,5,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.922933,4.881999333333333,23.7203,23.648116666666667
2re,8,100,10,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8339448333333338,0.03576283333333341,0.8633500000000064,0.06229999999999715
2re,8,100,10,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10664866666666634,0.03454949999999871,0.11835000000000946,0.04241666666665272
2re,8,100,10,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19904783333333442,0.13679449999999982,0.9582333333333335,0.7547666666666667
2re,8,100,10,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07625983333333314,0.0316230000000002,0.09559999999999794,0.042966666666666244
2re,8,100,10,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027370333333332837,1.350000000002183e-5,0.03391666666666424,1.6666666670062114e-5
2re,8,100,10,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8630373333333335,0.6422518333333324,1.68045,1.2402499999999994
2re,8,100,10,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8524001666666665,5.803370666666667,38.347033333333336,38.25945
2re,9,200,2,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.590626166666667,0.027300666666666504,1.62816666666666,0.05851666666665854
2re,9,200,2,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1807105,0.06361866666666727,0.20739999999999933,0.07705000000000836
2re,9,200,2,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2357828333333332,1.0729921666666669,5.04955,4.446666666666667
2re,9,200,2,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04409249999999914,1.2999999999465218e-5,0.051099999999996724,1.6666666670062114e-5
2re,9,200,2,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3150948333333323,0.02498900000000064,0.40139999999998205,0.03760000000000521
2re,9,200,2,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9807993333333336,1.9159096666666673,11.214533333333334,11.139299999999999
2re,10,200,3,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6008353333333338,0.0350333333333326,1.733550000000014,0.08056666666666387
2re,10,200,3,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1855719999999994,0.06486566666666632,0.20516666666667333,0.0760500000000017
2re,10,200,3,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7009565000000009,0.5807341666666671,2.2264666666666666,1.8134166666666667
2re,10,200,3,Local-GAM,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.28048600000000096,0.20929266666666627,0.33941666666666304,0.26408333333333756
2re,10,200,3,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043897166666666786,1.3666666667177198e-5,0.04946666666666412,3.333333334012423e-5
2re,10,200,3,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4048436666666679,0.06441499999999996,0.6520666666666632,0.14331666666666934
2re,10,200,3,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5578330000000005,5.499099666666665,21.42575,21.361833333333333
2re,11,200,5,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6105379999999998,0.04777450000000044,1.6637333333333268,0.08120000000000498
2re,11,200,5,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16054499999999985,0.0572994999999997,0.2021666666666685,0.07329999999999473
2re,11,200,5,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8567423333333328,0.7335469999999996,2.391899999999987,2.16236666666667
2re,11,200,5,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13911283333333335,0.06727950000000034,0.16379999999999958,0.08425000000000106
2re,11,200,5,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04373316666666657,1.3499999999263916e-5,0.05171666666666776,1.6666666670062114e-5
2re,11,200,5,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5605558333333331,0.21210749999999978,0.6711500000000039,0.29448333333333115
2re,11,200,5,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.274471333333333,7.219599333333333,45.498433333333345,45.448200000000014
2re,12,200,10,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6572716666666676,0.07556983333333436,2.4066499999999906,0.12600000000002182
2re,12,200,10,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1502848333333332,0.055167666666666594,0.1580333333333338,0.05986666666666641
2re,12,200,10,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0181275000000005,0.8986220000000001,1.9705166666666671,1.8252166666666672
2re,12,200,10,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11078433333333165,0.048694499999998794,0.14056666666666665,0.060666666666666647
2re,12,200,10,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045316833333333,1.283333333352251e-5,0.0558333333333394,1.6666666670062114e-5
2re,12,200,10,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9700210000000005,1.5512658333333336,2.4723166666666674,1.9775166666666668
2re,12,200,10,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.350051833333334,7.285521833333334,60.17296666666667,60.09555
2re,13,300,2,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5899501666666667,0.055867999999999786,6.084183333333325,0.159050000000002
2re,13,300,2,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21405166666666714,0.08089533333333365,0.2717166666666647,0.10114999999999934
2re,13,300,2,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.510329,4.0701995,14.74815,13.961666666666668
2re,13,300,2,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06416483333333205,1.5833333334436854e-5,0.08200000000000121,3.333333334012423e-5
2re,13,300,2,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9682993333333332,0.07669016666666642,1.9494500000000017,0.17004999999999956
2re,13,300,2,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2266171666666668,3.1455474999999997,13.05348333333333,12.981583333333333
2re,14,300,3,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.243998,0.050936999999999996,2.3508666666666613,0.10906666666667965
2re,14,300,3,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2092378333333336,0.07981516666666671,0.213900000000001,0.08528333333333649
2re,14,300,3,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0208793333333332,2.6878840000000004,6.373533333333338,5.9946333333333355
2re,14,300,3,Local-GAM,100,100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.47458133333333313,0.376351666666667,0.5431833333333316,0.4436500000000024
2re,14,300,3,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05564666666666623,1.3666666666419285e-5,0.061383333333333213,1.6666666670062114e-5
2re,14,300,3,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9842868333333331,0.1713953333333341,2.7977166666666675,0.4587333333333333
2re,14,300,3,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.235639166666667,9.153595333333334,46.31003333333333,46.1621
2re,15,300,5,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.419554500000001,0.07478983333333333,2.546650000000007,0.14008333333333667
2re,15,300,5,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32771399999999956,0.1291228333333334,0.5876500000000002,0.25890000000000174
2re,15,300,5,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.971262666666666,5.469410666666667,10.219566666666667,9.401083333333334
2re,15,300,5,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22794533333333328,0.12382483333333327,0.37139999999999984,0.21341666666666678
2re,15,300,5,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05551049999999941,1.350000000002183e-5,0.0651833333333343,1.6666666670062114e-5
2re,15,300,5,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5195955,0.5997893333333344,2.736833333333334,1.248933333333336
2re,15,300,5,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.795047499999999,12.721308833333334,66.40696666666668,66.31536666666666
2re,16,300,10,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0452793333333332,0.13885066666666765,3.7330833333333278,0.19755000000001624
2re,16,300,10,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5067190000000005,0.20677783333333338,0.9228333333333315,0.39791666666666664
2re,16,300,10,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.748639000000001,4.3858394999999994,14.693516666666666,13.573783333333333
2re,16,300,10,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16347450000000072,0.07734550000000248,0.17730000000001384,0.08574999999997696
2re,16,300,10,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05645300000000058,1.399999999936578e-5,0.06260000000000522,3.333333334012423e-5
2re,16,300,10,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6793885,3.754268499999999,5.167366666666672,4.088050000000006
2re,16,300,10,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.347553500000002,14.2617625,136.54371666666663,136.43203333333332
2re,17,400,2,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2952051666666677,0.05978633333333265,4.1201999999999925,0.11313333333331078
2re,17,400,2,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38984633333333313,0.15909200000000026,0.6607499999999997,0.32951666666667734
2re,17,400,2,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1807065,7.426482166666666,20.273433333333333,19.00953333333333
2re,17,400,2,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08081533333333331,1.549999999914083e-5,0.09501666666666703,3.3333333332545106e-5
2re,17,400,2,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.139753000000001,0.08248949999999941,1.4567999999999983,0.1513166666666668
2re,17,400,2,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.634696666666667,4.548294000000001,49.473633333333325,49.23576666666667
2re,18,400,3,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.498929833333332,0.08678366666666644,5.4693333333333305,0.18273333333333236
2re,18,400,3,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2821459999999998,0.10830566666666644,0.32240000000000085,0.11543333333333218
2re,18,400,3,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.078009333333333,6.344400666666667,15.120833333333334,13.967399999999998
2re,18,400,3,Local-GAM,100,100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.42607983333333344,0.3481535000000003,0.4481999999999971,0.36840000000000067
2re,18,400,3,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08288133333333318,1.5500000000050325e-5,0.09681666666666994,3.3333333332545106e-5
2re,18,400,3,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587051,0.24227616666666685,3.072066666666666,0.6759166666666677
2re,18,400,3,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.653824333333333,12.5333265,63.26355,63.03261666666667
2re,19,400,5,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3282376666666673,0.09899283333333275,3.572483333333336,0.18429999999999988
2re,19,400,5,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27053716666666666,0.10750316666666651,0.3984999999999976,0.1656000000000025
2re,19,400,5,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.847498,9.048989833333334,21.474333333333337,19.784466666666667
2re,19,400,5,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22267833333333298,0.11745966666666663,0.3699000000000069,0.20111666666666678
2re,19,400,5,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079588666666667,1.5999999999924817e-5,0.09463333333333139,3.3333333332545106e-5
2re,19,400,5,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2868368333333327,0.9226178333333325,2.8242666666666536,1.1859333333333324
2re,19,400,5,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.228400833333335,23.105297833333335,98.37920000000001,98.22818333333333
2re,20,400,10,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5675123333333345,0.1478776666666679,5.041266666666661,0.2625500000000026
2re,20,400,10,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34289666666666707,0.1384946666666667,0.3690500000000005,0.1506833333333361
2re,20,400,10,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.887738666666667,15.849121333333335,29.00508333333334,27.748733333333348
2re,20,400,10,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17258916666666665,0.09697166666666668,0.306299999999995,0.14536666666666254
2re,20,400,10,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798415,1.5166666666724875e-5,0.09528333333332739,3.3333333332545106e-5
2re,20,400,10,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09295,6.242078,30.943016666666665,24.338733333333334
2re,20,400,10,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.490989666666668,11.400340499999999,141.8666,141.7557666666667
2re,21,500,2,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.373493833333334,0.08207783333333417,6.408683333333344,0.15905
2re,21,500,2,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3462675,0.13532916666666672,0.3628666666666666,0.14174999999999993
2re,21,500,2,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.895495333333333,14.458568666666668,44.96820000000001,42.751016666666665
2re,21,500,2,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09819566666666664,1.7666666666589968e-5,0.1274500000000008,3.3333333334439885e-5
2re,21,500,2,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3360483333333333,0.13422033333333352,3.684916666666667,0.4660666666666657
2re,21,500,2,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.643942833333334,4.5380955,23.854699999999994,23.750466666666664
2re,22,500,3,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.315883333333334,0.0988016666666668,5.786849999999989,0.22848333333331539
2re,22,500,3,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34676966666666686,0.13603766666666672,0.3637666666666667,0.14343333333332944
2re,22,500,3,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09148666666667,16.270226,37.172616666666656,34.46046666666666
2re,22,500,3,Local-GAM,100,100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.03,0,0,0,0,1.2878581666666662,1.0688441666666668,2.087833333333333,1.7376666666666627
2re,22,500,3,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07646233333333248,1.3833333332968323e-5,0.08736666666666983,3.333333334012423e-5
