case,subcase_id,n_clusters,n_obs_per_cluster,method,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit
3re,22,500,3,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7608166666666667,0.25653333333333334,1.2230666666666667,0.3824333333333333
3re,22,500,3,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.80898,18.542303333333333,22.2418,21.041183333333333
3re,22,500,3,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85915,0.68708,0.9279333333333334,0.7514000000000001
3re,22,500,3,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14689666666666668,3.999999999999559e-5,0.16596666666666665,5.000000000000189e-5
3re,22,500,3,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53004,0.5362866666666667,3.0735,0.5765833333333333
3re,22,500,3,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.473136666666666,5.320543333333333,18.758533333333332,18.592116666666666
3re,23,500,5,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5844966666666664,0.18847666666666665,5.381466666666666,0.23535
3re,23,500,5,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137933333333334,0.23381000000000002,1.3070833333333334,0.4923333333333334
3re,23,500,5,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.020923333333334,8.902143333333335,11.7642,10.664883333333334
3re,23,500,5,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24226000000000003,0.13343666666666668,0.24515000000000006,0.1356
3re,23,500,5,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1499066666666667,3.999999999999559e-5,0.2928,8.333333333331676e-5
3re,23,500,5,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.619026666666667,1.7131133333333335,12.147983333333334,2.9893666666666667
3re,23,500,5,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.349003333333334,9.006013333333334,27.832900000000002,27.6225
3re,24,500,10,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.797096666666667,0.34438,5.101766666666666,0.3877666666666667
3re,24,500,10,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8391,0.33046000000000003,0.89095,0.3525166666666667
3re,24,500,10,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.558003333333334,14.382643333333332,20.668349999999997,19.523149999999998
3re,24,500,10,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33444333333333337,0.17013666666666666,0.6797666666666667,0.3139333333333333
3re,24,500,10,Oracle-GP,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09587666666666667,2.666666666666373e-5,0.09681666666666668,3.333333333334447e-5
3re,24,500,10,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.479893333333333,11.916746666666667,19.01541666666667,16.316566666666667
3re,24,500,10,bayesFPCA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.92688,11.711293333333332,29.553716666666666,29.345866666666666
