case,subcase_id,n_clusters,n_obs_per_cluster,method,n_trials,n_read,n_complete,n_oom,n_timeout,n_resource_fail,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,n_nonresource_incomplete,n_successful_fits,prop_complete,prop_resource_fail,mean_fit_time,median_fit_time,sd_fit_time,max_fit_time,max_to_median_fit_time,mean_total_time_observed,max_total_time_observed,mean_total_time_complete,max_total_time_complete
3re,16,300,10,bayesFPCA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3.0740833333333337,2.6780833333333334,2.4417210672267404,6.775366666666668,2.529931231913371,3.1545533333333333,6.857783333333334,3.1545533333333333,6.857783333333334
